Season,Year,Tow_Number,Region,Stratum,Common_Name,Length,Unit_of_Length,Frequency,Sex
Fall,2000,72,5,2,Scallop Sea,6,CM,8.441558441558442,
Fall,2000,73,5,1,Scallop Sea,9,CM,3.478260869565217,
Fall,2000,73,5,1,Scallop Sea,8,CM,7.826086956521738,
Fall,2000,73,5,1,Scallop Sea,7,CM,4.3478260869565215,
Fall,2000,73,5,1,Scallop Sea,6,CM,9.565217391304346,
Fall,2000,73,5,1,Scallop Sea,5,CM,6.956521739130434,
Fall,2000,73,5,1,Scallop Sea,4,CM,1.7391304347826084,
Fall,2000,73,5,1,Scallop Sea,3,CM,0.8695652173913042,
Fall,2000,74,5,2,Scallop Sea,5,CM,1,
Fall,2000,77,5,3,Scallop Sea,15,CM,1,
Fall,2000,78,5,3,Scallop Sea,6,CM,1,
Fall,2000,78,5,3,Scallop Sea,5,CM,1,
Fall,2001,2,1,2,Scallop Sea,8,CM,2,
Fall,2001,2,1,2,Scallop Sea,7,CM,2,
Fall,2001,3,1,2,Scallop Sea,7,CM,1,
Fall,2001,4,1,1,Scallop Sea,11,CM,2.0263157894736845,
Fall,2001,4,1,1,Scallop Sea,7,CM,60.789473684210535,
Fall,2001,4,1,1,Scallop Sea,3,CM,6.078947368421053,
Fall,2001,4,1,1,Scallop Sea,4,CM,46.60526315789475,
Fall,2001,4,1,1,Scallop Sea,5,CM,22.28947368421053,
Fall,2001,4,1,1,Scallop Sea,6,CM,10.131578947368423,
Fall,2001,4,1,1,Scallop Sea,10,CM,4.052631578947369,
Fall,2001,4,1,1,Scallop Sea,8,CM,60.789473684210535,
Fall,2001,4,1,1,Scallop Sea,9,CM,12.157894736842106,
Fall,2001,5,1,3,Scallop Sea,7,CM,8,
Fall,2001,12,1,3,Scallop Sea,7,CM,1,
Fall,2001,12,1,3,Scallop Sea,6,CM,1,
Fall,2001,12,1,3,Scallop Sea,4,CM,1,
Fall,2001,16,1,1,Scallop Sea,11,CM,2,
Fall,2001,17,1,2,Scallop Sea,6,CM,1.3333333333333333,
Fall,2001,17,1,2,Scallop Sea,14,CM,1.3333333333333333,
Fall,2001,17,1,2,Scallop Sea,4,CM,5.333333333333333,
Fall,2001,21,2,3,Scallop Sea,6,CM,1.9047619047619049,
Fall,2001,21,2,3,Scallop Sea,7,CM,0.9523809523809524,
Fall,2001,22,2,3,Scallop Sea,8,CM,1.9047619047619049,
Fall,2001,22,2,3,Scallop Sea,5,CM,0.9523809523809524,
Fall,2001,22,2,3,Scallop Sea,7,CM,2.857142857142857,
Fall,2001,25,2,2,Scallop Sea,3,CM,1.1764705882352942,
Fall,2001,25,2,2,Scallop Sea,2,CM,1.1764705882352942,
Fall,2001,27,2,1,Scallop Sea,3,CM,2,
Fall,2001,27,2,1,Scallop Sea,4,CM,1,
Fall,2001,27,2,1,Scallop Sea,5,CM,1,
Fall,2001,29,2,1,Scallop Sea,3,CM,2,
Fall,2001,32,2,3,Scallop Sea,6,CM,5,
Fall,2001,32,2,3,Scallop Sea,13,CM,1,
Fall,2001,32,2,3,Scallop Sea,14,CM,2,
Fall,2001,32,2,3,Scallop Sea,10,CM,13,
Fall,2001,32,2,3,Scallop Sea,5,CM,3,
Fall,2001,32,2,3,Scallop Sea,7,CM,18,
Fall,2001,32,2,3,Scallop Sea,8,CM,8,
Fall,2001,32,2,3,Scallop Sea,4,CM,2,
Fall,2001,32,2,3,Scallop Sea,12,CM,3,
Fall,2001,32,2,3,Scallop Sea,15,CM,1,
Fall,2001,32,2,3,Scallop Sea,3,CM,1,
Fall,2001,32,2,3,Scallop Sea,9,CM,11,
Fall,2001,32,2,3,Scallop Sea,11,CM,1,
Fall,2001,33,2,3,Scallop Sea,13,CM,3.6363636363636362,
Fall,2001,33,2,3,Scallop Sea,6,CM,1.8181818181818181,
Fall,2001,33,2,3,Scallop Sea,8,CM,5.454545454545454,
Fall,2001,33,2,3,Scallop Sea,12,CM,0.9090909090909091,
Fall,2001,33,2,3,Scallop Sea,5,CM,1.8181818181818181,
Fall,2001,33,2,3,Scallop Sea,10,CM,1.8181818181818181,
Fall,2001,33,2,3,Scallop Sea,9,CM,1.8181818181818181,
Fall,2001,33,2,3,Scallop Sea,4,CM,0.9090909090909091,
Fall,2001,33,2,3,Scallop Sea,11,CM,0.9090909090909091,
Fall,2001,33,2,3,Scallop Sea,14,CM,0.9090909090909091,
Fall,2001,33,2,3,Scallop Sea,7,CM,3.6363636363636362,
Fall,2001,34,2,3,Scallop Sea,4,CM,26.28571428571429,
Fall,2001,34,2,3,Scallop Sea,8,CM,35.04761904761905,
Fall,2001,34,2,3,Scallop Sea,7,CM,56.95238095238096,
Fall,2001,34,2,3,Scallop Sea,10,CM,39.42857142857144,
Fall,2001,34,2,3,Scallop Sea,11,CM,8.761904761904763,
Fall,2001,34,2,3,Scallop Sea,9,CM,26.28571428571429,
Fall,2001,34,2,3,Scallop Sea,5,CM,35.04761904761905,
Fall,2001,34,2,3,Scallop Sea,6,CM,15.333333333333336,
Fall,2001,38,3,3,Scallop Sea,11,CM,2.727272727272727,
Fall,2001,38,3,3,Scallop Sea,9,CM,0.9090909090909091,
Fall,2001,38,3,3,Scallop Sea,8,CM,1.8181818181818181,
Fall,2001,38,3,3,Scallop Sea,10,CM,2.727272727272727,
Fall,2001,38,3,3,Scallop Sea,7,CM,0.9090909090909091,
Fall,2001,38,3,3,Scallop Sea,6,CM,1.8181818181818181,
Fall,2001,39,3,3,Scallop Sea,10,CM,33.33333333333333,
Fall,2001,39,3,3,Scallop Sea,12,CM,1.3333333333333333,
Fall,2001,39,3,3,Scallop Sea,11,CM,9.333333333333332,
Fall,2001,39,3,3,Scallop Sea,9,CM,10.666666666666666,
Fall,2001,39,3,3,Scallop Sea,7,CM,18.666666666666664,
Fall,2001,39,3,3,Scallop Sea,6,CM,20,
Fall,2001,39,3,3,Scallop Sea,5,CM,22.666666666666664,
Fall,2001,39,3,3,Scallop Sea,4,CM,13.333333333333332,
Fall,2001,39,3,3,Scallop Sea,3,CM,2.6666666666666665,
Fall,2001,39,3,3,Scallop Sea,13,CM,2.6666666666666665,
Fall,2001,39,3,3,Scallop Sea,8,CM,56,
Fall,2001,43,3,3,Scallop Sea,7,CM,2,
Fall,2001,43,3,3,Scallop Sea,6,CM,3,
Fall,2001,43,3,3,Scallop Sea,11,CM,2,
Fall,2001,43,3,3,Scallop Sea,10,CM,2,
Fall,2001,43,3,3,Scallop Sea,5,CM,2,
Fall,2001,43,3,3,Scallop Sea,8,CM,7,
Fall,2001,43,3,3,Scallop Sea,9,CM,3,
Fall,2001,43,3,3,Scallop Sea,12,CM,1,
Fall,2001,44,3,3,Scallop Sea,11,CM,1,
Fall,2001,44,3,3,Scallop Sea,7,CM,28,
Fall,2001,44,3,3,Scallop Sea,3,CM,2,
Fall,2001,44,3,3,Scallop Sea,4,CM,11,
Fall,2001,44,3,3,Scallop Sea,5,CM,21,
Fall,2001,44,3,3,Scallop Sea,6,CM,43,
Fall,2001,44,3,3,Scallop Sea,8,CM,20,
Fall,2001,44,3,3,Scallop Sea,10,CM,5,
Fall,2001,44,3,3,Scallop Sea,9,CM,7,
Fall,2001,45,3,3,Scallop Sea,4,CM,1.0526315789473684,
Fall,2001,45,3,3,Scallop Sea,3,CM,1.0526315789473684,
Fall,2001,45,3,3,Scallop Sea,5,CM,16.842105263157894,
Fall,2001,45,3,3,Scallop Sea,6,CM,43.1578947368421,
Fall,2001,45,3,3,Scallop Sea,7,CM,53.68421052631579,
Fall,2001,45,3,3,Scallop Sea,9,CM,5.263157894736842,
Fall,2001,45,3,3,Scallop Sea,10,CM,2.1052631578947367,
Fall,2001,45,3,3,Scallop Sea,11,CM,3.1578947368421053,
Fall,2001,45,3,3,Scallop Sea,8,CM,21.052631578947366,
Fall,2001,51,3,3,Scallop Sea,8,CM,22,
Fall,2001,51,3,3,Scallop Sea,9,CM,12,
Fall,2001,51,3,3,Scallop Sea,3,CM,1,
Fall,2001,51,3,3,Scallop Sea,4,CM,2,
Fall,2001,51,3,3,Scallop Sea,5,CM,7,
Fall,2001,51,3,3,Scallop Sea,6,CM,5,
Fall,2001,51,3,3,Scallop Sea,10,CM,12,
Fall,2001,51,3,3,Scallop Sea,11,CM,5,
Fall,2001,51,3,3,Scallop Sea,12,CM,2,
Fall,2001,51,3,3,Scallop Sea,13,CM,3,
Fall,2001,51,3,3,Scallop Sea,7,CM,12,
Fall,2001,53,4,3,Scallop Sea,12,CM,2,
Fall,2001,53,4,3,Scallop Sea,11,CM,4,
Fall,2001,53,4,3,Scallop Sea,10,CM,5,
Fall,2001,53,4,3,Scallop Sea,9,CM,21,
Fall,2001,53,4,3,Scallop Sea,8,CM,23,
Fall,2001,53,4,3,Scallop Sea,7,CM,10,
Fall,2001,53,4,3,Scallop Sea,6,CM,7,
Fall,2001,53,4,3,Scallop Sea,5,CM,12,
Fall,2001,53,4,3,Scallop Sea,4,CM,2,
Fall,2001,62,4,2,Scallop Sea,14,CM,1,
Fall,2001,62,4,2,Scallop Sea,16,CM,1,
Fall,2001,62,4,2,Scallop Sea,6,CM,1,
Fall,2001,62,4,2,Scallop Sea,9,CM,6,
Fall,2001,62,4,2,Scallop Sea,8,CM,4,
Fall,2001,62,4,2,Scallop Sea,10,CM,1,
Fall,2001,62,4,2,Scallop Sea,5,CM,1,
Fall,2001,63,4,3,Scallop Sea,8,CM,23,
Fall,2001,63,4,3,Scallop Sea,11,CM,2,
Fall,2001,63,4,3,Scallop Sea,9,CM,23,
Fall,2001,63,4,3,Scallop Sea,7,CM,9,
Fall,2001,63,4,3,Scallop Sea,6,CM,14,
Fall,2001,63,4,3,Scallop Sea,5,CM,24,
Fall,2001,63,4,3,Scallop Sea,4,CM,4,
Fall,2001,63,4,3,Scallop Sea,3,CM,1,
Fall,2001,63,4,3,Scallop Sea,10,CM,24,
Fall,2001,64,4,3,Scallop Sea,9,CM,5.217391304347825,
Fall,2001,64,4,3,Scallop Sea,8,CM,6.956521739130434,
Fall,2001,64,4,3,Scallop Sea,10,CM,8.695652173913043,
Fall,2001,64,4,3,Scallop Sea,7,CM,18.260869565217387,
Fall,2001,64,4,3,Scallop Sea,6,CM,24.347826086956516,
Fall,2001,64,4,3,Scallop Sea,5,CM,6.086956521739129,
Fall,2001,64,4,3,Scallop Sea,11,CM,4.3478260869565215,
Fall,2001,64,4,3,Scallop Sea,4,CM,0.8695652173913042,
Fall,2001,64,4,3,Scallop Sea,3,CM,1.7391304347826084,
Fall,2001,65,4,3,Scallop Sea,7,CM,9,
Fall,2001,65,4,3,Scallop Sea,4,CM,6,
Fall,2001,65,4,3,Scallop Sea,6,CM,11,
Fall,2001,65,4,3,Scallop Sea,8,CM,23,
Fall,2001,65,4,3,Scallop Sea,10,CM,2,
Fall,2001,65,4,3,Scallop Sea,9,CM,8,
Fall,2001,65,4,3,Scallop Sea,11,CM,2,
Fall,2001,65,4,3,Scallop Sea,5,CM,18,
Fall,2001,66,4,3,Scallop Sea,8,CM,1,
Fall,2001,66,4,3,Scallop Sea,7,CM,1,
Fall,2001,66,4,3,Scallop Sea,4,CM,1,
Fall,2001,67,4,3,Scallop Sea,6,CM,4,
Fall,2001,67,4,3,Scallop Sea,7,CM,7,
Fall,2001,67,4,3,Scallop Sea,5,CM,9,
Fall,2001,67,4,3,Scallop Sea,4,CM,5,
Fall,2001,67,4,3,Scallop Sea,9,CM,1,
Fall,2001,67,4,3,Scallop Sea,3,CM,2,
Fall,2001,67,4,3,Scallop Sea,8,CM,5,
Fall,2001,68,4,3,Scallop Sea,9,CM,26.27257799671593,
Fall,2001,68,4,3,Scallop Sea,10,CM,5.254515599343186,
Fall,2001,68,4,3,Scallop Sea,2,CM,5.254515599343186,
Fall,2001,68,4,3,Scallop Sea,8,CM,42.03612479474549,
Fall,2001,68,4,3,Scallop Sea,3,CM,47.290640394088676,
Fall,2001,68,4,3,Scallop Sea,4,CM,120.85385878489328,
Fall,2001,68,4,3,Scallop Sea,5,CM,120.85385878489328,
Fall,2001,68,4,3,Scallop Sea,6,CM,267.9802955665025,
Fall,2001,68,4,3,Scallop Sea,7,CM,52.54515599343186,
Fall,2001,70,5,3,Scallop Sea,8,CM,6.666666666666667,
Fall,2001,70,5,3,Scallop Sea,4,CM,24.761904761904763,
Fall,2001,70,5,3,Scallop Sea,5,CM,14.285714285714286,
Fall,2001,70,5,3,Scallop Sea,6,CM,35.23809523809524,
Fall,2001,70,5,3,Scallop Sea,7,CM,2.857142857142857,
Fall,2001,70,5,3,Scallop Sea,3,CM,16.19047619047619,
Fall,2001,70,5,3,Scallop Sea,9,CM,6.666666666666667,
Fall,2001,70,5,3,Scallop Sea,10,CM,6.666666666666667,
Fall,2001,70,5,3,Scallop Sea,12,CM,0.9523809523809524,
Fall,2001,70,5,3,Scallop Sea,11,CM,4.761904761904762,
Fall,2001,71,5,3,Scallop Sea,7,CM,5,
Fall,2001,71,5,3,Scallop Sea,9,CM,1,
Fall,2001,71,5,3,Scallop Sea,6,CM,7,
Fall,2001,71,5,3,Scallop Sea,8,CM,3,
Fall,2001,71,5,3,Scallop Sea,1,CM,2,
Fall,2001,71,5,3,Scallop Sea,4,CM,4,
Fall,2001,71,5,3,Scallop Sea,5,CM,8,
Fall,2001,73,5,3,Scallop Sea,6,CM,5,
Fall,2001,73,5,3,Scallop Sea,4,CM,2,
Fall,2001,73,5,3,Scallop Sea,7,CM,4,
Fall,2001,73,5,3,Scallop Sea,5,CM,9,
Fall,2001,73,5,3,Scallop Sea,8,CM,16,
Fall,2001,73,5,3,Scallop Sea,10,CM,26,
Fall,2001,73,5,3,Scallop Sea,9,CM,42,
Fall,2001,73,5,3,Scallop Sea,3,CM,1,
Fall,2001,73,5,3,Scallop Sea,11,CM,14,
Fall,2001,73,5,3,Scallop Sea,12,CM,2,
Fall,2001,73,5,3,Scallop Sea,13,CM,1,
Fall,2002,3,1,2,Scallop Sea,5,CM,1.5384615384615383,
Fall,2002,4,1,1,Scallop Sea,6,CM,1,
Fall,2002,4,1,1,Scallop Sea,3,CM,1,
Fall,2002,4,1,1,Scallop Sea,4,CM,3,
Fall,2002,4,1,1,Scallop Sea,5,CM,2,
Fall,2002,20,2,3,Scallop Sea,3,CM,3,
Fall,2002,20,2,3,Scallop Sea,6,CM,2,
Fall,2002,20,2,3,Scallop Sea,5,CM,2,
Fall,2002,20,2,3,Scallop Sea,8,CM,3,
Fall,2002,20,2,3,Scallop Sea,4,CM,1,
Fall,2002,20,2,3,Scallop Sea,7,CM,3,
Fall,2002,24,2,3,Scallop Sea,8,CM,3,
Fall,2002,24,2,3,Scallop Sea,7,CM,1,
Fall,2002,24,2,3,Scallop Sea,6,CM,13,
Fall,2002,24,2,3,Scallop Sea,5,CM,3,
Fall,2002,24,2,3,Scallop Sea,3,CM,4,
Fall,2002,24,2,3,Scallop Sea,2,CM,1,
Fall,2002,25,2,3,Scallop Sea,7,CM,1.0526315789473684,
Fall,2002,25,2,3,Scallop Sea,6,CM,1.0526315789473684,
Fall,2002,25,2,3,Scallop Sea,3,CM,1.0526315789473684,
Fall,2002,25,2,3,Scallop Sea,5,CM,1.0526315789473684,
Fall,2002,25,2,3,Scallop Sea,8,CM,3.1578947368421053,
Fall,2002,25,2,3,Scallop Sea,4,CM,4.2105263157894735,
Fall,2002,25,2,3,Scallop Sea,9,CM,1.0526315789473684,
