Season,Year,Tow_Number,Region,Stratum,Common_Name,Length,Unit_of_Length,Frequency,Sex
Fall,2001,27,2,1,Crab Atlantic Rock,7,CM,4,
Fall,2001,27,2,1,Crab Atlantic Rock,10,CM,1,
Fall,2001,27,2,1,Crab Atlantic Rock,8,CM,11,
Fall,2001,29,2,1,Crab Atlantic Rock,10,CM,5,
Fall,2001,29,2,1,Crab Atlantic Rock,9,CM,3,
Fall,2001,29,2,1,Crab Atlantic Rock,12,CM,2,
Fall,2001,29,2,1,Crab Atlantic Rock,4,CM,1,
Fall,2001,29,2,1,Crab Atlantic Rock,5,CM,1,
Fall,2001,29,2,1,Crab Atlantic Rock,7,CM,5,
Fall,2001,29,2,1,Crab Atlantic Rock,8,CM,6,
Fall,2001,29,2,1,Crab Atlantic Rock,6,CM,1,
Fall,2001,29,2,1,Crab Atlantic Rock,11,CM,3,
Fall,2001,36,2,1,Crab Atlantic Rock,6,CM,1,
Fall,2001,36,2,1,Crab Atlantic Rock,12,CM,5,
Fall,2001,36,2,1,Crab Atlantic Rock,11,CM,7,
Fall,2001,36,2,1,Crab Atlantic Rock,7,CM,7,
Fall,2001,36,2,1,Crab Atlantic Rock,9,CM,12,
Fall,2001,36,2,1,Crab Atlantic Rock,13,CM,2,
Fall,2001,36,2,1,Crab Atlantic Rock,10,CM,13,
Fall,2001,36,2,1,Crab Atlantic Rock,8,CM,14,
Fall,2001,38,3,3,Crab Atlantic Rock,13,CM,0.9090909090909091,
Fall,2001,38,3,3,Crab Atlantic Rock,7,CM,0.9090909090909091,
Fall,2001,46,3,1,Crab Atlantic Rock,7,CM,1,
Fall,2001,46,3,1,Crab Atlantic Rock,12,CM,1,
Fall,2001,46,3,1,Crab Atlantic Rock,9,CM,1,
Fall,2001,46,3,1,Crab Atlantic Rock,8,CM,1,
Fall,2001,47,3,1,Crab Atlantic Rock,7,CM,6.315789473684211,
Fall,2001,47,3,1,Crab Atlantic Rock,13,CM,2.1052631578947367,
Fall,2001,47,3,1,Crab Atlantic Rock,12,CM,1.0526315789473684,
Fall,2001,47,3,1,Crab Atlantic Rock,11,CM,2.1052631578947367,
Fall,2001,47,3,1,Crab Atlantic Rock,10,CM,2.1052631578947367,
Fall,2001,47,3,1,Crab Atlantic Rock,9,CM,6.315789473684211,
Fall,2001,47,3,1,Crab Atlantic Rock,8,CM,9.473684210526315,
Fall,2001,59,4,1,Crab Atlantic Rock,9,CM,0.9523809523809524,
Fall,2001,59,4,1,Crab Atlantic Rock,8,CM,2.857142857142857,
Fall,2001,59,4,1,Crab Atlantic Rock,13,CM,0.9523809523809524,
Fall,2001,59,4,1,Crab Atlantic Rock,10,CM,1.9047619047619049,
Fall,2001,59,4,1,Crab Atlantic Rock,7,CM,0.9523809523809524,
Fall,2001,60,4,2,Crab Atlantic Rock,7,CM,0.9523809523809524,
Fall,2001,60,4,2,Crab Atlantic Rock,9,CM,0.9523809523809524,
Fall,2001,60,4,2,Crab Atlantic Rock,10,CM,0.9523809523809524,
Fall,2001,60,4,2,Crab Atlantic Rock,12,CM,0.9523809523809524,
Fall,2001,60,4,2,Crab Atlantic Rock,11,CM,0.9523809523809524,
Fall,2001,62,4,2,Crab Atlantic Rock,7,CM,1,
Fall,2001,63,4,3,Crab Atlantic Rock,9,CM,1,
Fall,2001,68,4,3,Crab Atlantic Rock,8,CM,0.9523809523809524,
Fall,2001,73,5,3,Crab Atlantic Rock,11,CM,1,
Fall,2002,2,1,2,Crab Atlantic Rock,8,CM,1,
Fall,2002,17,2,1,Crab Atlantic Rock,3,CM,1,
Fall,2002,18,2,1,Crab Atlantic Rock,7,CM,1.1111111111111112,
Fall,2002,18,2,1,Crab Atlantic Rock,11,CM,1.1111111111111112,
Fall,2002,37,3,2,Crab Atlantic Rock,12,CM,1.0526315789473684,
Fall,2002,38,3,2,Crab Atlantic Rock,11,CM,1,
Fall,2002,38,3,2,Crab Atlantic Rock,10,CM,1,
Fall,2002,39,3,3,Crab Atlantic Rock,10,CM,1,
Fall,2002,39,3,3,Crab Atlantic Rock,4,CM,1,
Fall,2002,39,3,3,Crab Atlantic Rock,13,CM,1,
Fall,2002,53,4,3,Crab Atlantic Rock,7,CM,1,
Fall,2002,53,4,3,Crab Atlantic Rock,9,CM,1,
Fall,2002,57,4,1,Crab Atlantic Rock,12,CM,1,
Fall,2002,57,4,1,Crab Atlantic Rock,8,CM,1,
Fall,2002,57,4,1,Crab Atlantic Rock,11,CM,3,
Fall,2002,57,4,1,Crab Atlantic Rock,10,CM,4,
Fall,2002,57,4,1,Crab Atlantic Rock,4,CM,1,
Fall,2002,57,4,1,Crab Atlantic Rock,9,CM,7,
Fall,2002,57,4,1,Crab Atlantic Rock,13,CM,1,
Fall,2002,57,4,1,Crab Atlantic Rock,7,CM,2,
Fall,2002,61,4,2,Crab Atlantic Rock,9,CM,1,
Fall,2002,65,5,2,Crab Atlantic Rock,10,CM,1,
Fall,2002,68,5,3,Crab Atlantic Rock,12,CM,0.9523809523809524,
Fall,2002,68,5,3,Crab Atlantic Rock,9,CM,0.9523809523809524,
Fall,2002,71,5,3,Crab Atlantic Rock,12,CM,2,
Fall,2002,71,5,3,Crab Atlantic Rock,11,CM,1,
Fall,2002,73,5,1,Crab Atlantic Rock,12,CM,1,
Fall,2002,73,5,1,Crab Atlantic Rock,8,CM,1,
Fall,2002,73,5,1,Crab Atlantic Rock,11,CM,1,
Fall,2002,75,5,1,Crab Atlantic Rock,7,CM,1,
Fall,2002,75,5,1,Crab Atlantic Rock,11,CM,1,
Fall,2002,75,5,1,Crab Atlantic Rock,12,CM,1,
Fall,2002,79,5,3,Crab Atlantic Rock,10,CM,1,
Fall,2002,79,5,3,Crab Atlantic Rock,12,CM,1,
Fall,2002,79,5,3,Crab Atlantic Rock,9,CM,2,
Fall,2002,79,5,3,Crab Atlantic Rock,8,CM,1,
Fall,2002,80,5,3,Crab Atlantic Rock,12,CM,0.9090909090909091,
Fall,2002,80,5,3,Crab Atlantic Rock,7,CM,0.9090909090909091,
Fall,2003,27,2,1,Crab Atlantic Rock,10,CM,1,
Fall,2003,27,2,1,Crab Atlantic Rock,9,CM,1,
Fall,2003,27,2,1,Crab Atlantic Rock,3,CM,1,
Fall,2003,27,2,1,Crab Atlantic Rock,4,CM,1,
Fall,2003,28,2,2,Crab Atlantic Rock,5,CM,1,
Fall,2003,32,3,2,Crab Atlantic Rock,11,CM,1.3333333333333333,
Fall,2003,32,3,2,Crab Atlantic Rock,10,CM,4,
Fall,2003,32,3,2,Crab Atlantic Rock,9,CM,9.333333333333332,
Fall,2003,32,3,2,Crab Atlantic Rock,8,CM,6.666666666666666,
Fall,2003,32,3,2,Crab Atlantic Rock,7,CM,1.3333333333333333,
Fall,2003,32,3,2,Crab Atlantic Rock,12,CM,2.6666666666666665,
Fall,2003,34,3,1,Crab Atlantic Rock,9,CM,1,
Fall,2003,34,3,1,Crab Atlantic Rock,12,CM,1,
Fall,2003,36,3,1,Crab Atlantic Rock,10,CM,1.1764705882352942,
Fall,2003,50,4,1,Crab Atlantic Rock,9,CM,1,
Fall,2003,51,4,1,Crab Atlantic Rock,9,CM,1,
Fall,2003,61,4,2,Crab Atlantic Rock,14,CM,1.1111111111111112,
Fall,2003,61,4,2,Crab Atlantic Rock,10,CM,1.1111111111111112,
Fall,2003,72,5,3,Crab Atlantic Rock,10,CM,1,
Fall,2003,76,5,1,Crab Atlantic Rock,13,CM,2,
Fall,2003,76,5,1,Crab Atlantic Rock,12,CM,3,
Fall,2003,76,5,1,Crab Atlantic Rock,11,CM,1,
Fall,2003,76,5,1,Crab Atlantic Rock,10,CM,1,
Fall,2003,76,5,1,Crab Atlantic Rock,9,CM,6,
Fall,2003,76,5,1,Crab Atlantic Rock,8,CM,3,
Fall,2003,76,5,1,Crab Atlantic Rock,7,CM,4,
Fall,2003,76,5,1,Crab Atlantic Rock,6,CM,1,
Fall,2003,77,5,1,Crab Atlantic Rock,11,CM,1,
Fall,2003,77,5,1,Crab Atlantic Rock,8,CM,3,
Fall,2003,77,5,1,Crab Atlantic Rock,7,CM,1,
Fall,2003,78,5,1,Crab Atlantic Rock,8,CM,1,
Fall,2004,26,2,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Female
Fall,2004,26,2,1,Crab Atlantic Rock,13,CM,1.3333333333333333,Male
Fall,2004,26,2,1,Crab Atlantic Rock,7,CM,2.6666666666666665,Male
Fall,2004,26,2,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Male
Fall,2004,26,2,1,Crab Atlantic Rock,8,CM,2.6666666666666665,Male
Fall,2004,26,2,1,Crab Atlantic Rock,9,CM,2.6666666666666665,Male
Fall,2004,27,2,1,Crab Atlantic Rock,9,CM,1.1111111111111112,Male
Fall,2004,30,2,2,Crab Atlantic Rock,7,CM,1,Male
Fall,2004,31,2,1,Crab Atlantic Rock,9,CM,4,Female
Fall,2004,31,2,1,Crab Atlantic Rock,10,CM,2,Female
Fall,2004,31,2,1,Crab Atlantic Rock,11,CM,1,Female
Fall,2004,31,2,1,Crab Atlantic Rock,12,CM,4,Male
Fall,2004,31,2,1,Crab Atlantic Rock,9,CM,2,Male
Fall,2004,31,2,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2004,31,2,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2004,43,3,2,Crab Atlantic Rock,11,CM,3,Male
Fall,2004,43,3,2,Crab Atlantic Rock,8,CM,1,Female
Fall,2004,43,3,2,Crab Atlantic Rock,9,CM,2,Male
Fall,2004,43,3,2,Crab Atlantic Rock,10,CM,1,Male
Fall,2004,43,3,2,Crab Atlantic Rock,8,CM,2,Male
Fall,2004,43,3,2,Crab Atlantic Rock,12,CM,2,Male
Fall,2004,44,3,2,Crab Atlantic Rock,13,CM,1,
Fall,2004,44,3,2,Crab Atlantic Rock,8,CM,2,
Fall,2004,44,3,2,Crab Atlantic Rock,9,CM,1,
Fall,2004,46,3,1,Crab Atlantic Rock,6,CM,1.5384615384615383,Female
Fall,2004,46,3,1,Crab Atlantic Rock,10,CM,6.153846153846153,Male
Fall,2004,46,3,1,Crab Atlantic Rock,10,CM,3.0769230769230766,Female
Fall,2004,46,3,1,Crab Atlantic Rock,9,CM,4.615384615384615,Male
Fall,2004,46,3,1,Crab Atlantic Rock,8,CM,7.692307692307692,Female
Fall,2004,46,3,1,Crab Atlantic Rock,7,CM,3.0769230769230766,Male
Fall,2004,46,3,1,Crab Atlantic Rock,6,CM,1.5384615384615383,Male
Fall,2004,46,3,1,Crab Atlantic Rock,7,CM,1.5384615384615383,Female
Fall,2004,47,3,1,Crab Atlantic Rock,8,CM,1,Male
Fall,2004,47,3,1,Crab Atlantic Rock,7,CM,1,Male
Fall,2004,48,3,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2004,48,3,1,Crab Atlantic Rock,7,CM,1,Female
Fall,2004,48,3,1,Crab Atlantic Rock,10,CM,1,Male
Fall,2004,67,4,2,Crab Atlantic Rock,9,CM,11.764705882352942,Female
Fall,2004,67,4,2,Crab Atlantic Rock,11,CM,2.3529411764705883,Male
Fall,2004,67,4,2,Crab Atlantic Rock,12,CM,1.1764705882352942,Male
Fall,2004,67,4,2,Crab Atlantic Rock,14,CM,1.1764705882352942,Male
Fall,2004,67,4,2,Crab Atlantic Rock,8,CM,5.882352941176471,Female
Fall,2004,67,4,2,Crab Atlantic Rock,9,CM,4.705882352941177,Male
Fall,2004,67,4,2,Crab Atlantic Rock,10,CM,1.1764705882352942,Male
Fall,2004,67,4,2,Crab Atlantic Rock,10,CM,2.3529411764705883,Female
Fall,2004,67,4,2,Crab Atlantic Rock,11,CM,1.1764705882352942,Female
Fall,2004,68,4,2,Crab Atlantic Rock,12,CM,3.3333333333333335,Male
Fall,2004,68,4,2,Crab Atlantic Rock,8,CM,10,Male
Fall,2004,68,4,2,Crab Atlantic Rock,8,CM,10,Female
Fall,2004,68,4,2,Crab Atlantic Rock,9,CM,15.555555555555557,Female
Fall,2004,68,4,2,Crab Atlantic Rock,10,CM,6.666666666666667,Male
Fall,2004,68,4,2,Crab Atlantic Rock,10,CM,7.777777777777779,Female
Fall,2004,68,4,2,Crab Atlantic Rock,11,CM,2.2222222222222223,Male
Fall,2004,68,4,2,Crab Atlantic Rock,7,CM,2.2222222222222223,Male
Fall,2004,68,4,2,Crab Atlantic Rock,7,CM,3.3333333333333335,Female
Fall,2004,68,4,2,Crab Atlantic Rock,9,CM,7.777777777777779,Male
Fall,2004,69,4,1,Crab Atlantic Rock,9,CM,6,Female
Fall,2004,69,4,1,Crab Atlantic Rock,8,CM,3,Female
Fall,2004,69,4,1,Crab Atlantic Rock,7,CM,2,Male
Fall,2004,69,4,1,Crab Atlantic Rock,8,CM,4,Male
Fall,2004,69,4,1,Crab Atlantic Rock,9,CM,4,Male
Fall,2004,69,4,1,Crab Atlantic Rock,10,CM,5,Male
Fall,2004,69,4,1,Crab Atlantic Rock,10,CM,1,Female
Fall,2004,69,4,1,Crab Atlantic Rock,11,CM,1,Male
Fall,2004,69,4,1,Crab Atlantic Rock,12,CM,1,Male
Fall,2004,69,4,1,Crab Atlantic Rock,12,CM,1,Female
Fall,2004,70,4,1,Crab Atlantic Rock,9,CM,2.857142857142857,Male
Fall,2004,70,4,1,Crab Atlantic Rock,8,CM,2.857142857142857,Female
Fall,2004,70,4,1,Crab Atlantic Rock,11,CM,3.8095238095238098,Male
Fall,2004,70,4,1,Crab Atlantic Rock,9,CM,2.857142857142857,Female
Fall,2004,70,4,1,Crab Atlantic Rock,10,CM,3.8095238095238098,Male
Fall,2004,70,4,1,Crab Atlantic Rock,12,CM,2.857142857142857,Male
Fall,2004,70,4,1,Crab Atlantic Rock,6,CM,0.9523809523809524,Female
Fall,2004,70,4,1,Crab Atlantic Rock,7,CM,1.9047619047619049,Female
Fall,2004,70,4,1,Crab Atlantic Rock,8,CM,1.9047619047619049,Male
Fall,2004,71,4,2,Crab Atlantic Rock,8,CM,4.705882352941177,Female
Fall,2004,71,4,2,Crab Atlantic Rock,7,CM,1.1764705882352942,Female
Fall,2004,71,4,2,Crab Atlantic Rock,8,CM,1.1764705882352942,Male
Fall,2004,71,4,2,Crab Atlantic Rock,9,CM,4.705882352941177,Female
Fall,2004,71,4,2,Crab Atlantic Rock,10,CM,1.1764705882352942,Male
Fall,2004,71,4,2,Crab Atlantic Rock,10,CM,1.1764705882352942,Female
Fall,2004,71,4,2,Crab Atlantic Rock,13,CM,1.1764705882352942,Male
Fall,2004,71,4,2,Crab Atlantic Rock,14,CM,2.3529411764705883,Male
Fall,2004,72,5,3,Crab Atlantic Rock,9,CM,1,Female
Fall,2004,75,5,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Female
Fall,2004,75,5,1,Crab Atlantic Rock,9,CM,8,Female
Fall,2004,75,5,1,Crab Atlantic Rock,8,CM,4,Female
Fall,2004,75,5,1,Crab Atlantic Rock,10,CM,2.6666666666666665,Male
Fall,2004,77,5,2,Crab Atlantic Rock,11,CM,1.25,Male
Fall,2004,77,5,2,Crab Atlantic Rock,12,CM,2.5,Male
Fall,2004,83,5,3,Crab Atlantic Rock,10,CM,1,Male
Fall,2004,84,5,3,Crab Atlantic Rock,12,CM,1,Male
Fall,2004,85,5,1,Crab Atlantic Rock,11,CM,2,Male
Fall,2004,85,5,1,Crab Atlantic Rock,8,CM,4,Female
Fall,2004,85,5,1,Crab Atlantic Rock,7,CM,4,Female
Fall,2004,85,5,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2004,85,5,1,Crab Atlantic Rock,3,CM,1,Male
Fall,2005,4,1,1,Crab Atlantic Rock,8,CM,3.1578947368421053,Female
Fall,2005,13,2,1,Crab Atlantic Rock,9,CM,2.5,Male
Fall,2005,13,2,1,Crab Atlantic Rock,11,CM,1.25,Male
Fall,2005,13,2,1,Crab Atlantic Rock,8,CM,1.25,Male
Fall,2005,19,2,2,Crab Atlantic Rock,8,CM,1,Female
Fall,2005,19,2,2,Crab Atlantic Rock,12,CM,1,Male
Fall,2005,23,2,1,Crab Atlantic Rock,12,CM,1.25,Male
Fall,2005,23,2,1,Crab Atlantic Rock,14,CM,1.25,Male
Fall,2005,23,2,1,Crab Atlantic Rock,8,CM,1.25,Female
Fall,2005,31,3,2,Crab Atlantic Rock,9,CM,5,Male
Fall,2005,31,3,2,Crab Atlantic Rock,10,CM,2,Male
Fall,2005,31,3,2,Crab Atlantic Rock,11,CM,4,Male
Fall,2005,31,3,2,Crab Atlantic Rock,12,CM,2,Male
Fall,2005,31,3,2,Crab Atlantic Rock,13,CM,1,Male
Fall,2005,31,3,2,Crab Atlantic Rock,7,CM,1,Female
Fall,2005,31,3,2,Crab Atlantic Rock,8,CM,2,Female
Fall,2005,31,3,2,Crab Atlantic Rock,9,CM,2,Female
Fall,2005,31,3,2,Crab Atlantic Rock,10,CM,1,Female
Fall,2005,32,3,2,Crab Atlantic Rock,7,CM,0.9523809523809524,Male
Fall,2005,32,3,2,Crab Atlantic Rock,8,CM,1.9047619047619049,Male
Fall,2005,32,3,2,Crab Atlantic Rock,10,CM,2.857142857142857,Male
Fall,2005,32,3,2,Crab Atlantic Rock,11,CM,1.9047619047619049,Male
Fall,2005,32,3,2,Crab Atlantic Rock,7,CM,0.9523809523809524,Female
Fall,2005,32,3,2,Crab Atlantic Rock,8,CM,0.9523809523809524,Female
Fall,2005,32,3,2,Crab Atlantic Rock,9,CM,2.857142857142857,Female
Fall,2005,32,3,2,Crab Atlantic Rock,11,CM,0.9523809523809524,Female
Fall,2005,35,3,2,Crab Atlantic Rock,9,CM,1.0526315789473684,Male
Fall,2005,43,4,2,Crab Atlantic Rock,14,CM,1,Male
Fall,2005,43,4,2,Crab Atlantic Rock,10,CM,2,Female
Fall,2005,43,4,2,Crab Atlantic Rock,13,CM,2,Male
Fall,2005,44,4,1,Crab Atlantic Rock,10,CM,1.1111111111111112,Female
Fall,2005,44,4,1,Crab Atlantic Rock,12,CM,1.1111111111111112,Male
Fall,2005,44,4,1,Crab Atlantic Rock,11,CM,1.1111111111111112,Female
Fall,2005,44,4,1,Crab Atlantic Rock,9,CM,1.1111111111111112,Male
Fall,2005,44,4,1,Crab Atlantic Rock,8,CM,1.1111111111111112,Male
Fall,2005,45,4,1,Crab Atlantic Rock,9,CM,1.1764705882352942,Male
Fall,2005,45,4,1,Crab Atlantic Rock,10,CM,1.1764705882352942,Male
Fall,2005,45,4,1,Crab Atlantic Rock,11,CM,1.1764705882352942,Male
Fall,2005,45,4,1,Crab Atlantic Rock,12,CM,3.5294117647058822,Male
Fall,2005,45,4,1,Crab Atlantic Rock,13,CM,2.3529411764705883,Male
Fall,2005,45,4,1,Crab Atlantic Rock,14,CM,1.1764705882352942,Male
Fall,2005,45,4,1,Crab Atlantic Rock,9,CM,1.1764705882352942,Female
Fall,2005,45,4,1,Crab Atlantic Rock,10,CM,2.3529411764705883,Female
Fall,2005,45,4,1,Crab Atlantic Rock,11,CM,1.1764705882352942,Female
Fall,2005,45,4,1,Crab Atlantic Rock,13,CM,1.1764705882352942,Female
Fall,2005,46,4,4,Crab Atlantic Rock,7,CM,1,Male
Fall,2005,49,4,1,Crab Atlantic Rock,8,CM,1.3333333333333333,Male
Fall,2005,49,4,1,Crab Atlantic Rock,10,CM,1.3333333333333333,Male
Fall,2005,49,4,1,Crab Atlantic Rock,9,CM,1.3333333333333333,Male
Fall,2005,50,4,2,Crab Atlantic Rock,9,CM,10,Female
Fall,2005,50,4,2,Crab Atlantic Rock,8,CM,11,Female
Fall,2005,50,4,2,Crab Atlantic Rock,10,CM,2,Female
Fall,2005,50,4,2,Crab Atlantic Rock,17,CM,1,Male
Fall,2005,50,4,2,Crab Atlantic Rock,15,CM,1,Male
Fall,2005,50,4,2,Crab Atlantic Rock,11,CM,1,Male
Fall,2005,50,4,2,Crab Atlantic Rock,9,CM,1,Male
Fall,2005,52,5,1,Crab Atlantic Rock,9,CM,1,Female
Fall,2005,52,5,1,Crab Atlantic Rock,5,CM,1,Male
Fall,2005,52,5,1,Crab Atlantic Rock,8,CM,2,Female
Fall,2005,52,5,1,Crab Atlantic Rock,12,CM,1,Male
Fall,2005,53,5,2,Crab Atlantic Rock,8,CM,1,Male
Fall,2005,53,5,2,Crab Atlantic Rock,11,CM,1,Male
Fall,2005,53,5,2,Crab Atlantic Rock,9,CM,1,Male
