Survey,Season,Year,Tow_Number,Region,Stratum,Grid,Date,Common_Name,Number_Caught,Weight_kg,Subsample_Weight_kg,Subsample_Weight_kg_2,Male_Wt_kg,Female_Wt_kg,Expanded_Catch,Expanded_Weight_kg
FL23,Fall,2023,52,4,4,691,2023-10-16T00:00:00Z,Crab Jonah,3,0.08,,,,,3,0.08
FL23,Fall,2023,54,4,1,189,2023-10-17T00:00:00Z,Crab Jonah,5,0.66,,,,,5,0.66
FL23,Fall,2023,56,4,1,37,2023-10-17T00:00:00Z,Crab Jonah,1,0.17,,,,,1,0.17
FL23,Fall,2023,58,4,3,548,2023-10-18T00:00:00Z,Crab Jonah,11,2,,,,,12.222222222222223,2.2222222222222223
FL23,Fall,2023,59,4,4,597,2023-10-18T00:00:00Z,Crab Jonah,8,1.03,,,,,8,1.03
FL23,Fall,2023,60,4,3,523,2023-10-18T00:00:00Z,Crab Jonah,6,0.96,,,,,6,0.96
FL23,Fall,2023,61,4,4,390,2023-10-19T00:00:00Z,Crab Jonah,1,0.16,,,,,1,0.16
FL23,Fall,2023,62,4,3,269,2023-10-19T00:00:00Z,Crab Jonah,2,0.55,,,,,2,0.55
FL23,Fall,2023,68,5,4,746,2023-10-23T00:00:00Z,Crab Jonah,18,4.94,,,,,20,5.48888888888889
FL23,Fall,2023,69,5,1,322,2023-10-24T00:00:00Z,Crab Jonah,2,0.22,,,,,2,0.22
FL23,Fall,2023,70,5,2,395,2023-10-24T00:00:00Z,Crab Jonah,3,0.52,,,,,3,0.52
FL23,Fall,2023,72,5,3,562,2023-10-25T00:00:00Z,Crab Jonah,2,0.53,,,,,2,0.53
FL23,Fall,2023,73,5,4,728,2023-10-25T00:00:00Z,Crab Jonah,5,2.43,,,,,5,2.43
FL23,Fall,2023,74,5,3,436,2023-10-26T00:00:00Z,Crab Jonah,3,0.74,,,,,3,0.74
FL23,Fall,2023,75,5,3,244,2023-10-26T00:00:00Z,Crab Jonah,6,1.09,,,,,6,1.09
FL23,Fall,2023,78,5,3,40,2023-10-27T00:00:00Z,Crab Jonah,3,0.36,,,,,3,0.36
SP23,Spring,2023,3,1,1,218,2023-05-02T00:00:00Z,Crab Jonah,1,0.001,,,,,1,0.001
SP23,Spring,2023,7,1,3,658,2023-05-03T00:00:00Z,Crab Jonah,1,0.36,,,0.36,,1,0.36
SP23,Spring,2023,8,1,3,662,2023-05-03T00:00:00Z,Crab Jonah,1,0.008,,,,,1.0526315789473684,0.008421052631578947
SP23,Spring,2023,10,1,3,451,2023-05-04T00:00:00Z,Crab Jonah,1,0.2,,,,,1,0.2
SP23,Spring,2023,12,1,4,298,2023-05-04T00:00:00Z,Crab Jonah,1,0.322,,,,,1,0.322
SP23,Spring,2023,14,1,4,110,2023-05-04T00:00:00Z,Crab Jonah,7,1.54,,,,,7,1.54
SP23,Spring,2023,17,1,1,8,2023-05-05T00:00:00Z,Crab Jonah,1,0.12,,,,,1,0.12
SP23,Spring,2023,18,2,4,707,2023-05-08T00:00:00Z,Crab Jonah,6,1.1500000000000001,,,,,6,1.1500000000000001
SP23,Spring,2023,19,2,4,736,2023-05-08T00:00:00Z,Crab Jonah,3,0.14200000000000002,,,,,3,0.14200000000000002
SP23,Spring,2023,20,2,4,733,2023-05-08T00:00:00Z,Crab Jonah,10,1.57,,,,,10,1.57
SP23,Spring,2023,21,2,1,251,2023-05-08T00:00:00Z,Crab Jonah,4,0.31,,,,,4,0.31
SP23,Spring,2023,28,2,3,506,2023-05-10T00:00:00Z,Crab Jonah,1,0.20800000000000002,,,,,1,0.20800000000000002
SP23,Spring,2023,40,3,3,572,2023-05-15T00:00:00Z,Crab Jonah,1,0.27,,,,,1,0.27
SP23,Spring,2023,42,3,3,490,2023-05-15T00:00:00Z,Crab Jonah,1,0.02,,,,,1,0.02
SP23,Spring,2023,44,3,2,239,2023-05-15T00:00:00Z,Crab Jonah,2,0.22,,,,,2.3529411764705883,0.25882352941176473
SP23,Spring,2023,45,3,1,151,2023-05-16T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
SP23,Spring,2023,49,3,1,26,2023-05-16T00:00:00Z,Crab Jonah,1,0.24,,,,,1,0.24
SP23,Spring,2023,53,3,3,360,2023-05-17T00:00:00Z,Crab Jonah,1,0.01,,,,,1,0.01
SP23,Spring,2023,54,3,4,700,2023-05-18T00:00:00Z,Crab Jonah,3,0.17,,,,,4,0.22666666666666668
SP23,Spring,2023,55,3,4,534,2023-05-18T00:00:00Z,Crab Jonah,2,0.8,,,,,2,0.8
SP23,Spring,2023,56,3,4,557,2023-05-18T00:00:00Z,Crab Jonah,2,0.21,,,,,2,0.21
SP23,Spring,2023,58,3,1,180,2023-05-19T00:00:00Z,Crab Jonah,11,1.11,,,,,11,1.11
SP23,Spring,2023,59,3,1,136,2023-05-19T00:00:00Z,Crab Jonah,3,0.5,,,,,3,0.5
SP23,Spring,2023,60,4,3,585,2023-05-22T00:00:00Z,Crab Jonah,1,0.124,,,,,1,0.124
SP23,Spring,2023,61,4,4,656,2023-05-22T00:00:00Z,Crab Jonah,1,0.48,,,,,1.1111111111111112,0.5333333333333333
SP23,Spring,2023,62,4,4,698,2023-05-22T00:00:00Z,Crab Jonah,1,0.128,,,,,1,0.128
SP23,Spring,2023,63,4,4,691,2023-05-22T00:00:00Z,Crab Jonah,3,1.12,,,,,3,1.12
SP23,Spring,2023,64,4,1,256,2023-05-23T00:00:00Z,Crab Jonah,5,0.4,,,,,5,0.4
SP23,Spring,2023,66,4,2,79,2023-05-23T00:00:00Z,Crab Jonah,2,0.37,,,,,2,0.37
SP23,Spring,2023,67,4,1,37,2023-05-23T00:00:00Z,Crab Jonah,1,0.34,,,,,1,0.34
SP23,Spring,2023,70,4,2,289,2023-05-24T00:00:00Z,Crab Jonah,,1.11,,,,,,1.11
SP23,Spring,2023,71,4,3,523,2023-05-24T00:00:00Z,Crab Jonah,6,1.1400000000000001,,,,,6,1.1400000000000001
SP23,Spring,2023,72,4,3,548,2023-05-24T00:00:00Z,Crab Jonah,8,0.2,,,,,10,0.25
SP23,Spring,2023,73,4,4,597,2023-05-24T00:00:00Z,Crab Jonah,2,0.40800000000000003,,,,,2,0.40800000000000003
SP23,Spring,2023,74,4,3,385,2023-05-25T00:00:00Z,Crab Jonah,1,0.02,,,,,1,0.02
SP23,Spring,2023,75,4,4,390,2023-05-25T00:00:00Z,Crab Jonah,1,0.158,,,,,1,0.158
SP23,Spring,2023,76,4,3,272,2023-05-25T00:00:00Z,Crab Jonah,1,0.45,,,,,1,0.45
SP23,Spring,2023,81,5,1,385,2023-05-29T00:00:00Z,Crab Jonah,3,0.14,,,,,3,0.14
SP23,Spring,2023,82,5,1,322,2023-05-29T00:00:00Z,Crab Jonah,1,0.01,,,,,1,0.01
SP23,Spring,2023,84,5,2,492,2023-05-30T00:00:00Z,Crab Jonah,9,2.02,,,,,9,2.02
SP23,Spring,2023,85,5,3,633,2023-05-30T00:00:00Z,Crab Jonah,4,0.63,,,,,4,0.63
SP23,Spring,2023,86,5,4,743,2023-05-30T00:00:00Z,Crab Jonah,19,2.4,,,,,20,2.526315789473684
SP23,Spring,2023,87,5,4,746,2023-05-30T00:00:00Z,Crab Jonah,9,2.37,,,,,9,2.37
SP23,Spring,2023,88,5,4,681,2023-05-30T00:00:00Z,Crab Jonah,3,0.6,,,,,3,0.6
SP23,Spring,2023,89,5,2,432,2023-05-31T00:00:00Z,Crab Jonah,7,1.27,,,,,7,1.27
SP23,Spring,2023,90,5,3,562,2023-05-31T00:00:00Z,Crab Jonah,32,5.68,,,,,32,5.68
SP23,Spring,2023,91,5,4,648,2023-05-31T00:00:00Z,Crab Jonah,2,0.31,,,,,2,0.31
SP23,Spring,2023,92,5,4,728,2023-05-31T00:00:00Z,Crab Jonah,3,0.91,,,,,3,0.91
SP23,Spring,2023,93,5,3,368,2023-06-01T00:00:00Z,Crab Jonah,2,0.27,,,,,2,0.27
SP23,Spring,2023,94,5,3,370,2023-06-01T00:00:00Z,Crab Jonah,5,1.18,,,,,5,1.18
SP23,Spring,2023,95,5,2,271,2023-06-01T00:00:00Z,Crab Jonah,3,0.63,,,,,4,0.84
SP23,Spring,2023,96,5,3,244,2023-06-01T00:00:00Z,Crab Jonah,18,1.8800000000000001,,,,,18,1.8800000000000001
SP23,Spring,2023,97,5,1,194,2023-06-01T00:00:00Z,Crab Jonah,2,0.18,,,,,2,0.18
FL22,Fall,2022,1,1,3,679,2022-09-26T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
FL22,Fall,2022,2,1,3,661,2022-09-26T00:00:00Z,Crab Jonah,12,0.99,,,,,12,0.99
FL22,Fall,2022,3,1,2,574,2022-09-26T00:00:00Z,Crab Jonah,4,0.66,,,,,4,0.66
FL22,Fall,2022,4,1,3,340,2022-09-27T00:00:00Z,Crab Jonah,4,0.42,,,,,4,0.42
FL22,Fall,2022,6,1,2,285,2022-09-27T00:00:00Z,Crab Jonah,1,0.18,,,,,1.1764705882352942,0.21176470588235294
FL22,Fall,2022,8,1,4,443,2022-09-28T00:00:00Z,Crab Jonah,1,0.12,,,,,1,0.12
FL22,Fall,2022,9,1,4,392,2022-09-28T00:00:00Z,Crab Jonah,4,0.21,,,,,4,0.21
FL22,Fall,2022,10,1,4,337,2022-09-28T00:00:00Z,Crab Jonah,3,0.03,,,,,3,0.03
FL22,Fall,2022,13,1,4,82,2022-09-29T00:00:00Z,Crab Jonah,1,0.006,,,,,1,0.006
FL22,Fall,2022,16,1,2,74,2022-09-29T00:00:00Z,Crab Jonah,1,0.1,,,,,1.1764705882352942,0.11764705882352942
FL22,Fall,2022,27,2,2,196,2022-10-05T00:00:00Z,Crab Jonah,7,1.5,,,,,7,1.5
FL22,Fall,2022,30,2,3,242,2022-10-06T00:00:00Z,Crab Jonah,2,0.26,,,,,2.1052631578947367,0.2736842105263158
FL22,Fall,2022,33,2,4,396,2022-10-06T00:00:00Z,Crab Jonah,4,0.5700000000000001,,,,,4,0.5700000000000001
FL22,Fall,2022,38,3,2,390,2022-10-10T00:00:00Z,Crab Jonah,1,0.19,,,,,1,0.19
FL22,Fall,2022,46,3,4,759,2022-10-12T00:00:00Z,Crab Jonah,1,0.33,,,,,1,0.33
FL22,Fall,2022,48,3,3,336,2022-10-13T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
FL22,Fall,2022,49,3,3,271,2022-10-13T00:00:00Z,Crab Jonah,19,1.61,,,,,21.11111111111111,1.788888888888889
FL22,Fall,2022,50,3,3,383,2022-10-13T00:00:00Z,Crab Jonah,2,0.08,,,,,2,0.08
FL22,Fall,2022,51,3,1,180,2022-10-13T00:00:00Z,Crab Jonah,5,0.32,,,,,5,0.32
FL22,Fall,2022,52,3,1,133,2022-10-14T00:00:00Z,Crab Jonah,4,1.04,,,,,5,1.3
FL22,Fall,2022,53,4,4,674,2022-10-14T00:00:00Z,Crab Jonah,2,0.35000000000000003,,,,,2,0.35000000000000003
FL22,Fall,2022,55,4,4,693,2022-10-17T00:00:00Z,Crab Jonah,1,0.2,,,,,1,0.2
FL22,Fall,2022,56,4,3,514,2022-10-17T00:00:00Z,Crab Jonah,2,0.48,,,,,2.3529411764705883,0.5647058823529412
FL22,Fall,2022,60,4,1,37,2022-10-18T00:00:00Z,Crab Jonah,1,0.09,,,,,1,0.09
FL22,Fall,2022,61,4,3,595,2022-10-19T00:00:00Z,Crab Jonah,1,0.09,,,,,1,0.09
FL22,Fall,2022,63,4,3,550,2022-10-19T00:00:00Z,Crab Jonah,1,0.2,,,,,1,0.2
FL22,Fall,2022,65,4,2,158,2022-10-20T00:00:00Z,Crab Jonah,1,0.16,,,,,1,0.16
FL22,Fall,2022,67,4,1,32,2022-10-21T00:00:00Z,Crab Jonah,1,0.2,,,,,1,0.2
FL22,Fall,2022,74,5,1,234,2022-10-25T00:00:00Z,Crab Jonah,2,0.46,,,,,2.1052631578947367,0.4842105263157895
FL22,Fall,2022,76,5,3,564,2022-10-26T00:00:00Z,Crab Jonah,1,0.21,,,,,1,0.21
FL22,Fall,2022,77,5,4,621,2022-10-26T00:00:00Z,Crab Jonah,1,0.16,,,,,1,0.16
FL22,Fall,2022,78,5,4,670,2022-10-26T00:00:00Z,Crab Jonah,1,0.52,,,,,1,0.52
FL22,Fall,2022,79,5,4,624,2022-10-26T00:00:00Z,Crab Jonah,1,0.26,,,,,1,0.26
FL22,Fall,2022,81,5,2,195,2022-10-27T00:00:00Z,Crab Jonah,4,0.96,,,,,4,0.96
FL22,Fall,2022,82,5,3,216,2022-10-27T00:00:00Z,Crab Jonah,4,0.13,,,,,4,0.13
FL22,Fall,2022,83,5,2,141,2022-10-27T00:00:00Z,Crab Jonah,5,0.9,,,,,5.555555555555555,1
FL22,Fall,2022,85,5,3,38,2022-10-28T00:00:00Z,Crab Jonah,3,0.85,,,,,4,1.1333333333333333
FL22,Fall,2022,86,5,3,33,2022-10-28T00:00:00Z,Crab Jonah,5,0.65,,,,,5,0.65
SP22,Spring,2022,1,1,2,596,2022-05-02T00:00:00Z,Crab Jonah,4,0.71,,,,,4,0.71
SP22,Spring,2022,3,1,3,661,2022-05-02T00:00:00Z,Crab Jonah,1,0.51,,,,,1,0.51
SP22,Spring,2022,6,3,2,390,2022-05-16T00:00:00Z,Crab Jonah,1,0.3,,,,,1,0.3
SP22,Spring,2022,8,3,1,79,2022-05-17T00:00:00Z,Crab Jonah,1,0.44,,,,,1,0.44
SP22,Spring,2022,13,3,1,125,2022-05-17T00:00:00Z,Crab Jonah,1,0.06,,,,,1,0.06
SP22,Spring,2022,14,3,4,737,2022-05-18T00:00:00Z,Crab Jonah,1,0.24,,,,,1.25,0.3
SP22,Spring,2022,15,3,4,759,2022-05-18T00:00:00Z,Crab Jonah,5,0.72,,,,,5,0.72
SP22,Spring,2022,16,3,4,786,2022-05-18T00:00:00Z,Crab Jonah,5,0.92,,,,,5,0.92
SP22,Spring,2022,22,3,1,180,2022-05-19T00:00:00Z,Crab Jonah,3,0.19,,,,,3,0.19
SP22,Spring,2022,23,3,2,122,2022-05-20T00:00:00Z,Crab Jonah,2,0.78,,,,,2,0.78
SP22,Spring,2022,24,3,1,133,2022-05-20T00:00:00Z,Crab Jonah,2,0.19,,,,,2.6666666666666665,0.2533333333333333
SP22,Spring,2022,27,4,4,699,2022-05-23T00:00:00Z,Crab Jonah,2,0.35000000000000003,,,,,2,0.35000000000000003
SP22,Spring,2022,30,4,1,168,2022-05-24T00:00:00Z,Crab Jonah,3,0.07,,,,,3,0.07
SP22,Spring,2022,31,4,1,90,2022-05-24T00:00:00Z,Crab Jonah,1,0.08,,,,,1,0.08
SP22,Spring,2022,32,4,1,76,2022-05-24T00:00:00Z,Crab Jonah,2,0.49,,,,,2,0.49
SP22,Spring,2022,35,4,3,595,2022-05-25T00:00:00Z,Crab Jonah,4,1.21,,,,,4,1.21
SP22,Spring,2022,36,4,4,641,2022-05-25T00:00:00Z,Crab Jonah,4,0.98,,,,,4,0.98
SP22,Spring,2022,37,4,4,550,2022-05-25T00:00:00Z,Crab Jonah,3,0.64,,,,,3.3333333333333335,0.7111111111111111
SP22,Spring,2022,38,4,2,290,2022-05-25T00:00:00Z,Crab Jonah,7,0.87,,,,,7.368421052631579,0.9157894736842105
SP22,Spring,2022,45,4,2,72,2022-05-26T00:00:00Z,Crab Jonah,1,0.04,,,,,1,0.04
SP22,Spring,2022,50,5,4,715,2022-05-30T00:00:00Z,Crab Jonah,4,1.43,,,,,4,1.43
SP22,Spring,2022,51,5,3,585,2022-05-30T00:00:00Z,Crab Jonah,3,0.8200000000000001,,,,,3,0.8200000000000001
SP22,Spring,2022,55,5,1,288,2022-05-31T00:00:00Z,Crab Jonah,1,0.05,,,,,1,0.05
SP22,Spring,2022,56,5,1,259,2022-05-31T00:00:00Z,Crab Jonah,1,0.23,,,,,1,0.23
SP22,Spring,2022,57,5,3,590,2022-06-01T00:00:00Z,Crab Jonah,4,0.77,,,,,4,0.77
SP22,Spring,2022,58,5,3,564,2022-06-01T00:00:00Z,Crab Jonah,5,1.37,,,,,5,1.37
SP22,Spring,2022,59,5,4,538,2022-06-01T00:00:00Z,Crab Jonah,8,1.93,,,,,8,1.93
SP22,Spring,2022,61,5,4,670,2022-06-01T00:00:00Z,Crab Jonah,3,0.93,,,,,3,0.93
SP22,Spring,2022,62,5,4,621,2022-06-01T00:00:00Z,Crab Jonah,8,2.27,,,,,8,2.27
SP22,Spring,2022,64,5,3,216,2022-06-02T00:00:00Z,Crab Jonah,9,1.1500000000000001,,,,,12,1.5333333333333334
SP22,Spring,2022,65,5,2,141,2022-06-02T00:00:00Z,Crab Jonah,4,0.44,,,,,4,0.44
SP22,Spring,2022,66,5,3,105,2022-06-02T00:00:00Z,Crab Jonah,4,0.76,,,,,4,0.76
SP22,Spring,2022,69,5,3,33,2022-06-03T00:00:00Z,Crab Jonah,1,0.006,,,,,1,0.006
SP22,Spring,2022,70,5,3,38,2022-06-03T00:00:00Z,Crab Jonah,8,1.41,,,,,12.307692307692307,2.169230769230769
SP22,Spring,2022,72,1,4,237,2022-06-07T00:00:00Z,Crab Jonah,2,0.38,,,,,2,0.38
SP22,Spring,2022,73,1,4,278,2022-06-07T00:00:00Z,Crab Jonah,2,0.27,,,,,2,0.27
SP22,Spring,2022,74,1,4,337,2022-06-07T00:00:00Z,Crab Jonah,1,0.38,,,,,1,0.38
SP22,Spring,2022,75,1,4,170,2022-06-07T00:00:00Z,Crab Jonah,2,0.46,,,,,2,0.46
SP22,Spring,2022,79,1,1,48,2022-06-09T00:00:00Z,Crab Jonah,3,0.25,,,,,3.1578947368421053,0.2631578947368421
SP22,Spring,2022,84,2,4,724,2022-06-13T00:00:00Z,Crab Jonah,4,0.88,,,,,4,0.88
SP22,Spring,2022,85,2,4,669,2022-06-13T00:00:00Z,Crab Jonah,1,0.27,,,,,1,0.27
SP22,Spring,2022,90,2,2,307,2022-06-14T00:00:00Z,Crab Jonah,1,0.3,,,,,1,0.3
SP22,Spring,2022,92,2,2,196,2022-06-15T00:00:00Z,Crab Jonah,3,0.44,,,,,3.1578947368421053,0.4631578947368421
SP22,Spring,2022,93,2,4,627,2022-06-15T00:00:00Z,Crab Jonah,1,0.25,,,,,1,0.25
SP22,Spring,2022,98,2,4,396,2022-06-16T00:00:00Z,Crab Jonah,6,1.76,,,,,6,1.76
SP22,Spring,2022,101,2,1,75,2022-06-16T00:00:00Z,Crab Jonah,1,0.02,,,,,1,0.02
FL21,Fall,2021,2,1,4,585,2021-09-27T00:00:00Z,Crab Jonah,3,0.35000000000000003,,,,,3,0.35000000000000003
FL21,Fall,2021,3,1,3,601,2021-09-27T00:00:00Z,Crab Jonah,2,0.54,,,,,2,0.54
FL21,Fall,2021,7,1,4,333,2021-09-28T00:00:00Z,Crab Jonah,2,0.24,,,,,2,0.24
FL21,Fall,2021,9,1,4,443,2021-09-28T00:00:00Z,Crab Jonah,2,0.11,,,,,2,0.11
FL21,Fall,2021,10,1,3,422,2021-09-28T00:00:00Z,Crab Jonah,2,0.21,,,,,2.3529411764705883,0.24705882352941178
FL21,Fall,2021,11,1,1,361,2021-09-29T00:00:00Z,Crab Jonah,1,0.12,,,,,1.3333333333333333,0.15999999999999998
FL21,Fall,2021,21,1,1,16,2021-09-30T00:00:00Z,Crab Jonah,1,0.006,,,,,1,0.006
FL21,Fall,2021,25,2,4,741,2021-10-04T00:00:00Z,Crab Jonah,2,0.4,,,,,2,0.4
FL21,Fall,2021,26,2,1,130,2021-10-05T00:00:00Z,Crab Jonah,1,0.1,,,,,1,0.1
FL21,Fall,2021,34,2,4,515,2021-10-06T00:00:00Z,Crab Jonah,4,1.01,,,,,4,1.01
FL21,Fall,2021,36,2,3,170,2021-10-06T00:00:00Z,Crab Jonah,1,0.15,,,,,1,0.15
FL21,Fall,2021,39,2,2,125,2021-10-07T00:00:00Z,Crab Jonah,3,0.47000000000000003,,,,,3,0.47000000000000003
FL21,Fall,2021,40,2,2,77,2021-10-07T00:00:00Z,Crab Jonah,2,0.4,,,,,2,0.4
FL21,Fall,2021,54,3,4,700,2021-10-13T00:00:00Z,Crab Jonah,1,0.006,,,,,1.1764705882352942,0.007058823529411765
FL21,Fall,2021,55,3,3,377,2021-10-13T00:00:00Z,Crab Jonah,1,0.21,,,,,1,0.21
FL21,Fall,2021,59,3,3,293,2021-10-14T00:00:00Z,Crab Jonah,1,0.004,,,,,1.1111111111111112,0.0044444444444444444
FL21,Fall,2021,60,3,2,135,2021-10-15T00:00:00Z,Crab Jonah,4,0.79,,,,,4,0.79
FL21,Fall,2021,62,3,1,136,2021-10-15T00:00:00Z,Crab Jonah,4,0.47000000000000003,,,,,4,0.47000000000000003
FL21,Fall,2021,63,3,1,171,2021-10-15T00:00:00Z,Crab Jonah,4,0.46,,,,,5.333333333333333,0.6133333333333333
FL21,Fall,2021,66,4,1,147,2021-10-19T00:00:00Z,Crab Jonah,6,0.85,,,,,6,0.85
FL21,Fall,2021,67,4,1,78,2021-10-19T00:00:00Z,Crab Jonah,2,0.35000000000000003,,,,,2,0.35000000000000003
FL21,Fall,2021,70,4,3,497,2021-10-20T00:00:00Z,Crab Jonah,1,0.16,,,,,1,0.16
FL21,Fall,2021,72,4,4,641,2021-10-20T00:00:00Z,Crab Jonah,1,0.01,,,,,1,0.01
FL21,Fall,2021,73,4,4,644,2021-10-20T00:00:00Z,Crab Jonah,2,0.64,,,,,2,0.64
FL21,Fall,2021,74,4,3,220,2021-10-21T00:00:00Z,Crab Jonah,1,0.27,,,,,1.25,0.3375
FL21,Fall,2021,75,4,3,247,2021-10-21T00:00:00Z,Crab Jonah,1,0.22,,,,,1.0526315789473684,0.23157894736842105
FL21,Fall,2021,77,4,2,102,2021-10-22T00:00:00Z,Crab Jonah,2,0.26,,,,,2,0.26
FL21,Fall,2021,79,4,2,104,2021-10-22T00:00:00Z,Crab Jonah,1,0.17,,,,,1.1764705882352942,0.2
FL21,Fall,2021,80,5,2,601,2021-10-25T00:00:00Z,Crab Jonah,2,0.26,,,,,2.6666666666666665,0.3466666666666667
FL21,Fall,2021,81,5,3,436,2021-10-25T00:00:00Z,Crab Jonah,1,0.17,,,,,1.25,0.21250000000000002
FL21,Fall,2021,82,5,3,333,2021-10-25T00:00:00Z,Crab Jonah,1,0.12,,,,,1,0.12
FL21,Fall,2021,88,5,4,690,2021-10-29T00:00:00Z,Crab Jonah,1,0.6900000000000001,,,,,0.9523809523809524,0.6571428571428573
FL21,Fall,2021,89,5,4,666,2021-10-29T00:00:00Z,Crab Jonah,2,0.8,,,,,2,0.8
SP21,Spring,2021,11,1,2,420,2021-05-04T00:00:00Z,Crab Jonah,2,0.17,,,,,2.1052631578947367,0.17894736842105263
SP21,Spring,2021,14,1,2,160,2021-05-05T00:00:00Z,Crab Jonah,2,0.41000000000000003,,,,,2.8571428571428568,0.5857142857142856
SP21,Spring,2021,16,1,3,387,2021-05-06T00:00:00Z,Crab Jonah,1,0.25,,,,,1,0.25
SP21,Spring,2021,23,1,1,36,2021-05-07T00:00:00Z,Crab Jonah,1,0.25,,,,,1,0.25
SP21,Spring,2021,24,2,4,716,2021-05-08T00:00:00Z,Crab Jonah,2,0.06,,,,,2,0.06
SP21,Spring,2021,29,2,1,217,2021-05-09T00:00:00Z,Crab Jonah,8,0.27,,,0.19,0.08,12.307692307692307,0.41538461538461535
SP21,Spring,2021,31,2,2,462,2021-05-09T00:00:00Z,Crab Jonah,2,0.56,,,,,2.1052631578947367,0.5894736842105264
