Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________

"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","invrichness","Field","FieldPlot"
120,2002,8,56,2,2,284.608,0.1603,7,1,"1 56"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1998,8,69,1,1,119.908,0.0967,20,1,"1 69"
120,1999,8,69,1,1,97.8,0.2865,17,1,"1 69"
120,2000,8,69,1,1,81.1916,0.0764,20,1,"1 69"
120,2001,8,69,1,1,121.551,0.1335,10,1,"1 69"
120,2002,8,69,1,1,84.1132,0.0584,11,1,"1 69"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,73,2,3,97.409,0.0022,22,1,"1 73"
120,1997,8,73,2,3,269.508,0.0617,17,1,"1 73"
120,1998,8,73,2,3,372.25,0.1471,18,1,"1 73"
120,1999,8,73,2,3,194.042,0.0016,15,1,"1 73"
120,2000,8,73,2,3,153.154,0.1023,18,1,"1 73"
120,2001,8,73,2,3,191.734,0.178,10,1,"1 73"
120,2002,8,73,2,3,211.869,0.0782,13,1,"1 73"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,75,2,2,122.4,0.0851,16,1,"1 75"
120,1997,8,75,2,2,148.842,0.4434,17,1,"1 75"
120,1998,8,75,2,2,128.342,0.1739,17,1,"1 75"
120,1999,8,75,2,2,114.958,0.2544,11,1,"1 75"
120,2000,8,75,2,2,108.912,0.1064,18,1,"1 75"
120,2001,8,75,2,2,137.97,0.15775,5,1,"1 75"
120,2002,8,75,2,2,152.454,0.0702,12,1,"1 75"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1998,8,83,1,1,298.717,0.1128,13,1,"1 83"
120,1999,8,83,1,1,135.458,0.5551,15,1,"1 83"
120,2000,8,83,1,1,96.5793,0.305,15,1,"1 83"
120,2001,8,83,1,1,228.671,0.2453,13,1,"1 83"
120,2002,8,83,1,1,177.878,0.2738,19,1,"1 83"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,87,1,1,109.017,0.0454,8,1,"1 87"
120,1997,8,87,1,1,129.633,0.0107,12,1,"1 87"
120,1998,8,87,1,1,76.45,0.0142,7,1,"1 87"
120,1999,8,87,1,1,89.2208,0.0517,6,1,"1 87"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,87,1,1,82.669,0.0784,7,1,"1 87"
120,2002,8,87,1,1,92.15,0,7,1,"1 87"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,92,1,1,128.192,0.1149,11,1,"1 92"
120,1997,8,92,1,1,215,0.1354,15,1,"1 92"
120,1998,8,92,1,1,164.467,0.1059,12,1,"1 92"
120,1999,8,92,1,1,137.483,0.0266,8,1,"1 92"
120,2000,8,92,1,1,118.238,0.1245,13,1,"1 92"
120,2001,8,92,1,1,88.4625,0.16645,7,1,"1 92"
120,2002,8,92,1,1,119.68,0,7,1,"1 92"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,94,1,1,140.05,0.2321,18,1,"1 94"
120,1997,8,94,1,1,331.417,0.3669,15,1,"1 94"
120,1998,8,94,1,1,314.35,0.4368,20,1,"1 94"
120,1999,8,94,1,1,81.875,0.2547,18,1,"1 94"
120,2000,8,94,1,1,282.188,0.2213,20,1,"1 94"
120,2001,8,94,1,1,188.287,0.22965,14,1,"1 94"
120,2002,8,94,1,1,181.786,0.1911,16,1,"1 94"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1998,8,109,1,1,59.6167,0.0986,10,1,"1 109"
120,1999,8,109,1,1,34.8917,0.0015,9,1,"1 109"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,109,1,1,82.8325,0.07955,4,1,"1 109"
120,2002,8,109,1,1,115.348,0,6,1,"1 109"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,117,2,2,95.125,0.1656,12,1,"1 117"
120,1997,8,117,2,2,138.325,0.584,10,1,"1 117"
120,1998,8,117,2,2,215.667,0.157,16,1,"1 117"
120,1999,8,117,2,2,125.483,0.6876,15,1,"1 117"
120,2000,8,117,2,2,140.187,0.1315,11,1,"1 117"
120,2001,8,117,2,2,259.258,0.4873,7,1,"1 117"
120,2002,8,117,2,2,171.153,0.2874,15,1,"1 117"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,125,2,2,126.575,0.84,14,1,"1 125"
120,1997,8,125,2,2,136.333,0.0705,9,1,"1 125"
120,1998,8,125,2,2,281.525,0.043,5,1,"1 125"
120,1999,8,125,2,2,231.258,0.0173,6,1,"1 125"
120,2000,8,125,2,2,235.579,0.1982,7,1,"1 125"
120,2001,8,125,2,2,215.704,0.0952,2,1,"1 125"
120,2002,8,125,2,2,260.55,0.0175,6,1,"1 125"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,127,2,2,71.709,0.4936,14,1,"1 127"
120,1997,8,127,2,2,405.967,0.8342,16,1,"1 127"
120,1998,8,127,2,2,578.525,0.4917,15,1,"1 127"
120,1999,8,127,2,2,136.717,0.5842,20,1,"1 127"
120,2000,8,127,2,2,127.71,0.5046,13,1,"1 127"
120,2001,8,127,2,2,100.427,0.1836,10,1,"1 127"
120,2002,8,127,2,2,274.812,0.1784,13,1,"1 127"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,129,1,1,45.883,0.388,15,1,"1 129"
120,1997,8,129,1,1,151.15,0.4516,19,1,"1 129"
120,1998,8,129,1,1,157.675,0.3058,17,1,"1 129"
120,1999,8,129,1,1,197.408,0.3782,17,1,"1 129"
120,2000,8,129,1,1,161.442,0.2121,17,1,"1 129"
120,2001,8,129,1,1,155.615,0.08735,12,1,"1 129"
120,2002,8,129,1,1,179.594,0.1635,8,1,"1 129"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,135,1,1,148.45,0.3872,6,1,"1 135"
120,1997,8,135,1,1,139.134,0.2224,11,1,"1 135"
120,1998,8,135,1,1,166.933,0.0924,5,1,"1 135"
120,1999,8,135,1,1,113.375,0.0106,12,1,"1 135"
120,2000,8,135,1,1,115.346,0.084,8,1,"1 135"
120,2001,8,135,1,1,107.437,0.19945,0,1,"1 135"
120,2002,8,135,1,1,103.518,0.1132,3,1,"1 135"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,137,1,1,72.692,0.4652,25,1,"1 137"
120,1997,8,137,1,1,176.825,0.6792,22,1,"1 137"
120,1998,8,137,1,1,456.425,0.3266,20,1,"1 137"
120,1999,8,137,1,1,186.508,0.429,24,1,"1 137"
120,2000,8,137,1,1,348.054,0.2134,19,1,"1 137"
120,2001,8,137,1,1,199.742,0.2147,10,1,"1 137"
120,2002,8,137,1,1,441.407,0.1911,21,1,"1 137"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,142,1,1,98.242,0.8497,18,1,"1 142"
120,1997,8,142,1,1,161.85,0.08,15,1,"1 142"
120,1998,8,142,1,1,105.075,0.2899,11,1,"1 142"
120,1999,8,142,1,1,58.7667,0.1072,10,1,"1 142"
120,2000,8,142,1,1,111.079,0.1206,11,1,"1 142"
120,2001,8,142,1,1,113.125,0.19175,7,1,"1 142"
120,2002,8,142,1,1,117.991,0.1116,11,1,"1 142"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,151,1,1,44.325,0.7568,12,1,"1 151"
120,1997,8,151,1,1,11.9583,1.2434,23,1,"1 151"
120,1998,8,151,1,1,20.2167,0.3995,12,1,"1 151"
120,1999,8,151,1,1,69.2667,0.2393,11,1,"1 151"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,151,1,1,51.3918,0.42365,9,1,"1 151"
120,2002,8,151,1,1,60.5397,0.0859,9,1,"1 151"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,153,1,1,38.133,0.3534,14,1,"1 153"
120,1997,8,153,1,1,65.2417,0.2808,16,1,"1 153"
120,1998,8,153,1,1,69.6083,0.1104,14,1,"1 153"
120,1999,8,153,1,1,18.7167,0.2173,14,1,"1 153"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,153,1,1,55.226,0.37505,7,1,"1 153"
120,2002,8,153,1,1,61.6142,0.0797,9,1,"1 153"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,157,2,2,8.583,0.2838,13,1,"1 157"
120,1997,8,157,2,2,35.7585,0.149,10,1,"1 157"
120,1998,8,157,2,2,60.275,0.125,12,1,"1 157"
120,1999,8,157,2,2,17.5017,0.2081,9,1,"1 157"
120,2000,8,157,2,2,54.2582,0.11125,8,1,"1 157"
120,2001,8,157,2,2,59.458,0.1957,6,1,"1 157"
120,2002,8,157,2,2,67.9562,0,8,1,"1 157"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,161,1,1,8.058,0.2619,10,1,"1 161"
120,1997,8,161,1,1,13.5165,0.198,2,1,"1 161"
120,1998,8,161,1,1,22.8417,0.151,7,1,"1 161"
120,1999,8,161,1,1,33.3417,0.1497,16,1,"1 161"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,161,1,1,41.0977,0.1583,9,1,"1 161"
120,2002,8,161,1,1,36.8978,0.0058,11,1,"1 161"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,163,1,1,209.417,0.1765,7,1,"1 163"
120,1997,8,163,1,1,119.958,0.1794,7,1,"1 163"
120,1998,8,163,1,1,130.692,0.01,7,1,"1 163"
120,1999,8,163,1,1,92.6917,0.0701,11,1,"1 163"
120,2000,8,163,1,1,103.192,0.092,12,1,"1 163"
120,2001,8,163,1,1,107.779,0.1492,3,1,"1 163"
120,2002,8,163,1,1,103.682,0.029,12,1,"1 163"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,165,2,2,77.592,0.171,4,1,"1 165"
120,1997,8,165,2,2,175.3,0.2202,9,1,"1 165"
120,1998,8,165,2,2,137.633,0.0082,8,1,"1 165"
120,1999,8,165,2,2,69.1583,0.1988,9,1,"1 165"
120,2000,8,165,2,2,112.204,0.0718,4,1,"1 165"
120,2001,8,165,2,2,81.5498,0.11455,5,1,"1 165"
120,2002,8,165,2,2,131.914,0.0357,10,1,"1 165"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,167,1,1,18,0.1764,12,1,"1 167"
120,1997,8,167,1,1,76.6085,0.2513,13,1,"1 167"
120,1998,8,167,1,1,146.458,0.3113,12,1,"1 167"
120,1999,8,167,1,1,155.867,0.2244,16,1,"1 167"
120,2000,8,167,1,1,150.988,0.1317,13,1,"1 167"
120,2001,8,167,1,1,159.151,0.12365,12,1,"1 167"
120,2002,8,167,1,1,150.892,0.0396,12,1,"1 167"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,168,2,2,65.808,0.195,8,1,"1 168"
120,1997,8,168,2,2,86.4,0.2875,10,1,"1 168"
120,1998,8,168,2,2,131.592,0.1302,5,1,"1 168"
120,1999,8,168,2,2,93.9083,0.0594,5,1,"1 168"
120,2000,8,168,2,2,156.238,0.0696,5,1,"1 168"
120,2001,8,168,2,2,108.996,0.08795,1,1,"1 168"
120,2002,8,168,2,2,186.325,0.0951,7,1,"1 168"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,171,2,2,119.433,0.3105,26,1,"1 171"
120,1997,8,171,2,2,323.175,0.2814,19,1,"1 171"
120,1998,8,171,2,2,315.192,0.1115,15,1,"1 171"
120,1999,8,171,2,2,192.283,0.6699,17,1,"1 171"
120,2000,8,171,2,2,249.054,0.2561,14,1,"1 171"
120,2001,8,171,2,2,208.973,0.33325,8,1,"1 171"
120,2002,8,171,2,2,213.088,0.262,15,1,"1 171"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,175,2,2,612.717,0.2231,10,1,"1 175"
120,1997,8,175,2,2,408.325,0.121,8,1,"1 175"
120,1998,8,175,2,2,369.292,0.2002,7,1,"1 175"
120,1999,8,175,2,2,390.758,0.1525,2,1,"1 175"
120,2000,8,175,2,2,382.746,0.3282,2,1,"1 175"
120,2001,8,175,2,2,351.046,0.33965,3,1,"1 175"
120,2002,8,175,2,2,400.471,0.3272,4,1,"1 175"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,185,1,1,22.433,0.2803,15,1,"1 185"
120,1997,8,185,1,1,83.4167,0.5313,16,1,"1 185"
120,1998,8,185,1,1,96.8333,0.7199,14,1,"1 185"
120,1999,8,185,1,1,108.592,0.5584,16,1,"1 185"
120,2000,8,185,1,1,168.975,0.6753,13,1,"1 185"
120,2001,8,185,1,1,175.52,0.2389,15,1,"1 185"
120,2002,8,185,1,1,190.831,0.1034,11,1,"1 185"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,189,2,2,141.883,0.1836,12,1,"1 189"
120,1997,8,189,2,2,156.975,0.0525,9,1,"1 189"
120,1998,8,189,2,2,167.258,0.2239,2,1,"1 189"
120,1999,8,189,2,2,191.417,0.2828,3,1,"1 189"
120,2000,8,189,2,2,151.934,0.0987,5,1,"1 189"
120,2001,8,189,2,2,94.9333,0.18165,0,1,"1 189"
120,2002,8,189,2,2,114.423,0.0525,4,1,"1 189"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,193,2,2,247.692,0.2086,12,1,"1 193"
120,1997,8,193,2,2,445.692,0.2914,10,1,"1 193"
120,1998,8,193,2,2,345,0.1067,9,1,"1 193"
120,1999,8,193,2,2,221.583,0.1291,7,1,"1 193"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,193,2,2,348.826,0.24135,4,1,"1 193"
120,2002,8,193,2,2,551.724,0.2446,7,1,"1 193"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,197,2,2,70.125,0.0962,19,1,"1 197"
120,1997,8,197,2,2,83.825,0.1867,14,1,"1 197"
120,1998,8,197,2,2,219,0.1135,18,1,"1 197"
120,1999,8,197,2,2,146.425,0.2421,21,1,"1 197"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,197,2,2,156.367,0.23895,14,1,"1 197"
120,2002,8,197,2,2,192.047,0.0092,9,1,"1 197"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,205,1,1,29.559,0.2043,17,1,"1 205"
120,1997,8,205,1,1,167.5,0.6477,12,1,"1 205"
120,1998,8,205,1,1,170.267,0.3259,15,1,"1 205"
120,1999,8,205,1,1,260.717,0.5618,17,1,"1 205"
120,2000,8,205,1,1,244.6,0.1736,14,1,"1 205"
120,2001,8,205,1,1,194.741,0.3707,10,1,"1 205"
120,2002,8,205,1,1,114.212,0.3491,11,1,"1 205"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,211,2,4,65.933,0.2474,11,1,"1 211"
120,1997,8,211,2,4,93.95,0.5659,11,1,"1 211"
120,1998,8,211,2,4,612.108,0.35,9,1,"1 211"
120,1999,8,211,2,4,262.15,0.024,18,1,"1 211"
120,2000,8,211,2,4,304.791,0.166,9,1,"1 211"
120,2001,8,211,2,4,225.97,0.1483,10,1,"1 211"
120,2002,8,211,2,4,297.654,0.1296,12,1,"1 211"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,221,2,2,9.858,0.2699,17,1,"1 221"
120,1997,8,221,2,2,6.6415,0.7165,7,1,"1 221"
120,1998,8,221,2,2,30,0.3891,15,1,"1 221"
120,1999,8,221,2,2,6.08333,0.2766,18,1,"1 221"
120,2000,8,221,2,2,46.1505,0.0253,9,1,"1 221"
120,2001,8,221,2,2,215.027,0.08665,4,1,"1 221"
120,2002,8,221,2,2,137.644,0.0273,8,1,"1 221"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,224,2,2,118.533,0.0701,11,1,"1 224"
120,1997,8,224,2,2,110.775,0.0174,12,1,"1 224"
120,1998,8,224,2,2,113.308,0.0037,6,1,"1 224"
120,1999,8,224,2,2,98.7917,0.0036,6,1,"1 224"
120,2000,8,224,2,2,123.042,0.0087,12,1,"1 224"
120,2001,8,224,2,2,128.683,0.0604,7,1,"1 224"
120,2002,8,224,2,2,143.256,0.0306,8,1,"1 224"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1998,8,230,1,1,113.892,0.2664,7,1,"1 230"
120,1999,8,230,1,1,115.708,0.2743,13,1,"1 230"
120,2000,8,230,1,1,161.75,0.1121,12,1,"1 230"
120,2001,8,230,1,1,161.94,0.26515,9,1,"1 230"
120,2002,8,230,1,1,149.779,0.0929,8,1,"1 230"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,234,2,2,356.75,0.1023,22,1,"1 234"
120,1997,8,234,2,2,303.275,0.2392,16,1,"1 234"
120,1998,8,234,2,2,139.392,0.2383,14,1,"1 234"
120,1999,8,234,2,2,140.467,0.3479,16,1,"1 234"
120,2000,8,234,2,2,344.233,0.0962,9,1,"1 234"
120,2001,8,234,2,2,261.788,0.26235,12,1,"1 234"
120,2002,8,234,2,2,350.271,0.0349,12,1,"1 234"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,236,2,2,210.259,0.1092,22,1,"1 236"
120,1997,8,236,2,2,226.45,0.1741,24,1,"1 236"
120,1998,8,236,2,2,438.242,0.0412,12,1,"1 236"
120,1999,8,236,2,2,200.283,0.0706,17,1,"1 236"
120,2000,8,236,2,2,265.163,0.0685,14,1,"1 236"
120,2001,8,236,2,2,275.265,0.16445,5,1,"1 236"
120,2002,8,236,2,2,312.221,0,10,1,"1 236"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,237,1,1,26.208,0.3288,13,1,"1 237"
120,1997,8,237,1,1,33.4583,0.8523,16,1,"1 237"
120,1998,8,237,1,1,56.625,0.1194,15,1,"1 237"
120,1999,8,237,1,1,36.6,0.0915,13,1,"1 237"
120,2000,8,237,1,1,62.5374,0.096,9,1,"1 237"
120,2001,8,237,1,1,73.29,0.1796,7,1,"1 237"
120,2002,8,237,1,1,100.367,0.0707,9,1,"1 237"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,255,1,1,30.592,0.4408,17,1,"1 255"
120,1997,8,255,1,1,21.3083,1.5838,12,1,"1 255"
120,1998,8,255,1,1,44.65,0.2771,12,1,"1 255"
120,1999,8,255,1,1,28.45,0.2866,19,1,"1 255"
120,2000,8,255,1,1,110.001,0.2739,14,1,"1 255"
120,2001,8,255,1,1,40.8985,0.18985,11,1,"1 255"
120,2002,8,255,1,1,66.2378,0.0985,10,1,"1 255"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,256,1,1,31.183,0.3561,12,1,"1 256"
120,1997,8,256,1,1,55.8417,0.2039,13,1,"1 256"
120,1998,8,256,1,1,55.5167,0.0994,7,1,"1 256"
120,1999,8,256,1,1,36.1667,0.1545,11,1,"1 256"
120,2000,8,256,1,1,37.5958,0.1579,16,1,"1 256"
120,2001,8,256,1,1,76.183,0.0985,10,1,"1 256"
120,2002,8,256,1,1,94.9167,0.1243,14,1,"1 256"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
