Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","invrichness","Field","FieldPlot"
120,2001,8,26,4,4,118.156,0.1932,9,1,"1 26"
120,2002,8,26,4,4,200.692,0.0183,13,1,"1 26"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,28,4,4,63.05,0.2067,19,1,"1 28"
120,1997,8,28,4,4,119.567,0.3316,15,1,"1 28"
120,1998,8,28,4,4,199.842,0.3567,15,1,"1 28"
120,1999,8,28,4,4,263.107,0.4787,19,1,"1 28"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,28,4,4,168.311,0.20065,13,1,"1 28"
120,2002,8,28,4,4,153.774,0.2473,17,1,"1 28"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,33,4,5,57.933,0.0466,15,1,"1 33"
120,1997,8,33,4,5,89.9167,0,10,1,"1 33"
120,1998,8,33,4,5,129.492,0.0509,7,1,"1 33"
120,1999,8,33,4,5,53.8,0.1322,5,1,"1 33"
120,2000,8,33,4,5,121.825,0.0184,10,1,"1 33"
120,2001,8,33,4,5,116.607,0.1143,5,1,"1 33"
120,2002,8,33,4,5,165.895,0,8,1,"1 33"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,44,4,5,25.166,0.0936,13,1,"1 44"
120,1997,8,44,4,5,96.4165,0.2579,10,1,"1 44"
120,1998,8,44,4,5,172.958,0.0339,9,1,"1 44"
120,1999,8,44,4,5,308.317,0.1452,9,1,"1 44"
120,2000,8,44,4,5,143.954,0.0518,10,1,"1 44"
120,2001,8,44,4,5,149.546,0.20005,5,1,"1 44"
120,2002,8,44,4,5,211.697,0.0215,17,1,"1 44"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,45,4,4,29.725,0.0715,12,1,"1 45"
120,1997,8,45,4,4,39.2,0.1072,13,1,"1 45"
120,1998,8,45,4,4,60.2333,0.0156,12,1,"1 45"
120,1999,8,45,4,4,193.033,0.0995,9,1,"1 45"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,45,4,4,75.675,0.09255,3,1,"1 45"
120,2002,8,45,4,4,127,0.0167,13,1,"1 45"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,50,8,9,131.467,0.1726,20,1,"1 50"
120,1997,8,50,8,9,259.608,0.0538,13,1,"1 50"
120,1998,8,50,8,9,307.15,0.0908,19,1,"1 50"
120,1999,8,50,8,9,205.45,0.3562,16,1,"1 50"
120,2000,8,50,8,9,226.1,0.1203,13,1,"1 50"
120,2001,8,50,8,9,240.587,0.2352,8,1,"1 50"
120,2002,8,50,8,9,260.946,0.1462,15,1,"1 50"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,53,4,4,143.875,0.1045,11,1,"1 53"
120,1997,8,53,4,4,299.833,0.1196,14,1,"1 53"
120,1998,8,53,4,4,266.65,0.0556,15,1,"1 53"
120,1999,8,53,4,4,252.9,0.0216,12,1,"1 53"
120,2000,8,53,4,4,193.388,0.0934,9,1,"1 53"
120,2001,8,53,4,4,135.6,0.2915,5,1,"1 53"
120,2002,8,53,4,4,178.993,0.064,11,1,"1 53"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,57,8,10,252.742,0.1262,10,1,"1 57"
120,1997,8,57,8,10,196.067,0.0515,8,1,"1 57"
120,1998,8,57,8,10,296.358,0.0119,10,1,"1 57"
120,1999,8,57,8,10,256.783,0.0016,7,1,"1 57"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,57,8,10,236.841,0.111,4,1,"1 57"
120,2002,8,57,8,10,273.201,0.4959,4,1,"1 57"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,58,4,5,130.041,0.1276,11,1,"1 58"
120,1997,8,58,4,5,138.292,0.0305,10,1,"1 58"
120,1998,8,58,4,5,91.0583,0,5,1,"1 58"
120,1999,8,58,4,5,95.05,0.023,9,1,"1 58"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,58,4,5,81.1835,0.1349,9,1,"1 58"
120,2002,8,58,4,5,153.473,0.0422,11,1,"1 58"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,62,4,5,196.992,0.1805,20,1,"1 62"
120,1997,8,62,4,5,219,0.1758,17,1,"1 62"
120,1998,8,62,4,5,353.65,0.1061,19,1,"1 62"
120,1999,8,62,4,5,200.842,0.513,21,1,"1 62"
120,2000,8,62,4,5,202.054,0.2078,15,1,"1 62"
120,2001,8,62,4,5,194.235,0.34395,20,1,"1 62"
120,2002,8,62,4,5,169.034,0.1584,16,1,"1 62"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,67,8,10,227.558,0.1224,16,1,"1 67"
120,1997,8,67,8,10,389.708,0.104,13,1,"1 67"
120,1998,8,67,8,10,400.792,0.0075,7,1,"1 67"
120,1999,8,67,8,10,436.233,0.058,5,1,"1 67"
120,2000,8,67,8,10,341.792,0.0595,5,1,"1 67"
120,2001,8,67,8,10,276.154,0.122,3,1,"1 67"
120,2002,8,67,8,10,499.808,0.0458,8,1,"1 67"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,70,4,4,488.733,0.1609,17,1,"1 70"
120,1997,8,70,4,4,332.116,0.1029,11,1,"1 70"
120,1998,8,70,4,4,405.25,0.0919,12,1,"1 70"
120,1999,8,70,4,4,296.805,0.0762,7,1,"1 70"
120,2000,8,70,4,4,283.879,0.0395,9,1,"1 70"
120,2001,8,70,4,4,193.229,0.25945,6,1,"1 70"
120,2002,8,70,4,4,296.236,0.0548,9,1,"1 70"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,74,8,9,161.275,0.1448,15,1,"1 74"
120,1997,8,74,8,9,107.609,0.1289,17,1,"1 74"
120,1998,8,74,8,9,333.283,0.0798,15,1,"1 74"
120,1999,8,74,8,9,159.983,0.1976,12,1,"1 74"
120,2000,8,74,8,9,213.929,0.0859,11,1,"1 74"
120,2001,8,74,8,9,143.646,0.14185,4,1,"1 74"
120,2002,8,74,8,9,194.554,0.0731,11,1,"1 74"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,81,8,8,98.967,0.11,14,1,"1 81"
120,1997,8,81,8,8,186.783,0.0612,7,1,"1 81"
120,1998,8,81,8,8,221.383,0.0105,9,1,"1 81"
120,1999,8,81,8,8,141.075,0.0542,3,1,"1 81"
120,2000,8,81,8,8,150.454,0.0361,7,1,"1 81"
120,2001,8,81,8,8,196.463,0.08145,5,1,"1 81"
120,2002,8,81,8,8,212.489,0.0194,8,1,"1 81"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,93,4,4,87,0.139,18,1,"1 93"
120,1997,8,93,4,4,356.975,0.258,15,1,"1 93"
120,1998,8,93,4,4,381.358,0.0883,15,1,"1 93"
120,1999,8,93,4,4,347.578,0.2486,18,1,"1 93"
120,2000,8,93,4,4,275.384,0.19155,15,1,"1 93"
120,2001,8,93,4,4,361.35,0.20995,12,1,"1 93"
120,2002,8,93,4,4,300.159,0.4548,15,1,"1 93"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,98,8,8,160.025,0.487,17,1,"1 98"
120,1997,8,98,8,8,275.95,0.2212,11,1,"1 98"
120,1998,8,98,8,8,321.458,0.0411,9,1,"1 98"
120,1999,8,98,8,8,250.392,0.1168,8,1,"1 98"
120,2000,8,98,8,8,342,0.2941,7,1,"1 98"
120,2001,8,98,8,8,249.432,0.2033,3,1,"1 98"
120,2002,8,98,8,8,426.648,0.0913,4,1,"1 98"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,104,8,8,135.542,0.3133,14,1,"1 104"
120,1997,8,104,8,8,291.617,0.1343,11,1,"1 104"
120,1998,8,104,8,8,339.525,0.0146,6,1,"1 104"
120,1999,8,104,8,8,222.292,0.0987,5,1,"1 104"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,104,8,8,267.9,0.1045,5,1,"1 104"
120,2002,8,104,8,8,487.094,0.0465,8,1,"1 104"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,110,4,4,170.533,0.0812,15,1,"1 110"
120,1997,8,110,4,4,258.858,0.186,10,1,"1 110"
120,1998,8,110,4,4,349.408,0.0389,14,1,"1 110"
120,1999,8,110,4,4,188.575,0.111,12,1,"1 110"
120,2000,8,110,4,4,259.875,0.2786,13,1,"1 110"
120,2001,8,110,4,4,262.656,0.238,10,1,"1 110"
120,2002,8,110,4,4,275.825,0.028,11,1,"1 110"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,111,8,10,34.2,0.2388,22,1,"1 111"
120,1997,8,111,8,10,127.159,0.3383,20,1,"1 111"
120,1998,8,111,8,10,186.658,0.1277,21,1,"1 111"
120,1999,8,111,8,10,276.7,0.2082,17,1,"1 111"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,111,8,10,239.924,0.2814,4,1,"1 111"
120,2002,8,111,8,10,279.558,0.0394,12,1,"1 111"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,115,8,9,67.708,0.2286,15,1,"1 115"
120,1997,8,115,8,9,115.934,0.0923,10,1,"1 115"
120,1998,8,115,8,9,138.833,0.072,17,1,"1 115"
120,1999,8,115,8,9,96.3833,0.2746,14,1,"1 115"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,115,8,9,61.4708,0.1984,5,1,"1 115"
120,2002,8,115,8,9,116.987,0,5,1,"1 115"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,118,8,9,81.742,0.2178,16,1,"1 118"
120,1997,8,118,8,9,184.042,0.0706,11,1,"1 118"
120,1998,8,118,8,9,134.267,0.0111,9,1,"1 118"
120,1999,8,118,8,9,124.625,0.1734,14,1,"1 118"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,118,8,9,106.656,0.1104,7,1,"1 118"
120,2002,8,118,8,9,185.55,0.0434,6,1,"1 118"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,130,8,8,178.825,0.5222,11,1,"1 130"
120,1997,8,130,8,8,302.683,0.2672,11,1,"1 130"
120,1998,8,130,8,8,325.908,0.1638,16,1,"1 130"
120,1999,8,130,8,8,280.667,0.1229,8,1,"1 130"
120,2000,8,130,8,8,329.925,0.2162,4,1,"1 130"
120,2001,8,130,8,8,356.629,0.1418,4,1,"1 130"
120,2002,8,130,8,8,365.092,0.1525,9,1,"1 130"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,133,4,6,171.433,0.2497,15,1,"1 133"
120,1997,8,133,4,6,260.392,0.188,9,1,"1 133"
120,1998,8,133,4,6,144.008,0.1047,7,1,"1 133"
120,1999,8,133,4,6,248.117,0.1615,5,1,"1 133"
120,2000,8,133,4,6,248.079,0.0948,3,1,"1 133"
120,2001,8,133,4,6,178.858,0.1247,3,1,"1 133"
120,2002,8,133,4,6,240.443,0.0943,3,1,"1 133"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,138,4,4,228.317,0.4444,17,1,"1 138"
120,1997,8,138,4,4,237.175,0.2359,22,1,"1 138"
120,1998,8,138,4,4,202.883,0.3782,20,1,"1 138"
120,1999,8,138,4,4,179.983,0.3001,21,1,"1 138"
120,2000,8,138,4,4,200.404,0.19585,19,1,"1 138"
120,2001,8,138,4,4,189.316,0.0741,11,1,"1 138"
120,2002,8,138,4,4,352.098,0.1048,18,1,"1 138"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,139,4,4,323.017,0.7848,13,1,"1 139"
120,1997,8,139,4,4,334,0.1716,11,1,"1 139"
120,1998,8,139,4,4,399.375,0.3346,16,1,"1 139"
120,1999,8,139,4,4,278.958,0.2336,16,1,"1 139"
120,2000,8,139,4,4,288.833,0.1878,17,1,"1 139"
120,2001,8,139,4,4,180.968,0.5717,10,1,"1 139"
120,2002,8,139,4,4,422.735,0.1995,19,1,"1 139"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,146,8,9,262.892,0.2635,16,1,"1 146"
120,1997,8,146,8,9,270.15,0.0963,14,1,"1 146"
120,1998,8,146,8,9,396.167,0.0546,11,1,"1 146"
120,1999,8,146,8,9,189.125,0.0561,10,1,"1 146"
120,2000,8,146,8,9,265.175,0.0457,10,1,"1 146"
120,2001,8,146,8,9,270.25,0.1053,6,1,"1 146"
120,2002,8,146,8,9,344.735,0,8,1,"1 146"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,149,4,6,203.517,0.5231,16,1,"1 149"
120,1997,8,149,4,6,283.875,0.0762,16,1,"1 149"
120,1998,8,149,4,6,289.9,0.0355,11,1,"1 149"
120,1999,8,149,4,6,184.108,0.0131,12,1,"1 149"
120,2000,8,149,4,6,197.363,0.0464,7,1,"1 149"
120,2001,8,149,4,6,270.909,0.1458,8,1,"1 149"
120,2002,8,149,4,6,335.901,0.0164,10,1,"1 149"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,170,8,10,128.4,0.3662,20,1,"1 170"
120,1997,8,170,8,10,139.566,0.2019,18,1,"1 170"
120,1998,8,170,8,10,229.492,0.2538,17,1,"1 170"
120,1999,8,170,8,10,151.75,0.418,21,1,"1 170"
120,2000,8,170,8,10,201.396,0.2665,17,1,"1 170"
120,2001,8,170,8,10,185.046,0.1457,7,1,"1 170"
120,2002,8,170,8,10,208.517,0.1846,20,1,"1 170"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,176,4,4,169.908,0.2127,24,1,"1 176"
120,1997,8,176,4,4,207.375,0.3676,18,1,"1 176"
120,1998,8,176,4,4,231.117,0.0149,19,1,"1 176"
120,1999,8,176,4,4,194.742,0.1837,19,1,"1 176"
120,2000,8,176,4,4,201.525,0.2181,10,1,"1 176"
120,2001,8,176,4,4,211.97,0.16065,11,1,"1 176"
120,2002,8,176,4,4,195.157,0.1589,8,1,"1 176"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,177,8,9,197.1,0.145,11,1,"1 177"
120,1997,8,177,8,9,188.033,0.1319,7,1,"1 177"
120,1998,8,177,8,9,353.617,0.0869,5,1,"1 177"
120,1999,8,177,8,9,257.233,0.0855,9,1,"1 177"
120,2000,8,177,8,9,249.329,0.2576,10,1,"1 177"
120,2001,8,177,8,9,227.317,0.06905,3,1,"1 177"
120,2002,8,177,8,9,347.343,0.0673,2,1,"1 177"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,178,8,9,452.433,0.1584,13,1,"1 178"
120,1997,8,178,8,9,547.141,0.0524,10,1,"1 178"
120,1998,8,178,8,9,573.725,0.1163,10,1,"1 178"
120,1999,8,178,8,9,243.092,0.0483,5,1,"1 178"
120,2000,8,178,8,9,351.108,0.0989,4,1,"1 178"
120,2001,8,178,8,9,279.543,0.54105,2,1,"1 178"
120,2002,8,178,8,9,300.541,0.0217,3,1,"1 178"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,190,4,4,408.592,0.4373,13,1,"1 190"
120,1997,8,190,4,4,134.692,0.9975,14,1,"1 190"
120,1998,8,190,4,4,292.617,0.8676,13,1,"1 190"
120,1999,8,190,4,4,154.133,1.2834,15,1,"1 190"
120,2000,8,190,4,4,250.41,0.3345,12,1,"1 190"
120,2001,8,190,4,4,241.799,0.27785,9,1,"1 190"
120,2002,8,190,4,4,273.379,0.147,9,1,"1 190"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,199,4,4,618.983,0.0902,8,1,"1 199"
120,1997,8,199,4,4,346.475,0.1568,7,1,"1 199"
120,1998,8,199,4,4,420.675,0.0501,8,1,"1 199"
120,1999,8,199,4,4,334.6,0.0363,5,1,"1 199"
120,2000,8,199,4,4,398.612,0.0517,2,1,"1 199"
120,2001,8,199,4,4,347.893,0.20355,6,1,"1 199"
120,2002,8,199,4,4,445.741,0.0542,4,1,"1 199"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,201,4,4,339.55,0.2127,17,1,"1 201"
120,1997,8,201,4,4,441.116,0.1388,15,1,"1 201"
120,1998,8,201,4,4,433.442,0.0458,12,1,"1 201"
120,1999,8,201,4,4,459.983,0.1303,13,1,"1 201"
120,2000,8,201,4,4,616.162,0.1029,9,1,"1 201"
120,2001,8,201,4,4,588.571,0.27495,7,1,"1 201"
120,2002,8,201,4,4,557.188,0.2271,8,1,"1 201"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,206,8,9,248.808,0.1773,10,1,"1 206"
120,1997,8,206,8,9,303.3,0.1904,5,1,"1 206"
120,1998,8,206,8,9,338.15,0.0384,6,1,"1 206"
120,1999,8,206,8,9,294.5,0.01,5,1,"1 206"
120,2000,8,206,8,9,311.75,0.231,2,1,"1 206"
120,2001,8,206,8,9,387.178,0.13545,2,1,"1 206"
120,2002,8,206,8,9,513.141,0.1547,6,1,"1 206"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,208,8,8,249.725,0.2431,10,1,"1 208"
120,1997,8,208,8,8,617.867,0.409,7,1,"1 208"
120,1998,8,208,8,8,454.017,0.072,6,1,"1 208"
120,1999,8,208,8,8,430.892,0.1876,9,1,"1 208"
120,2000,8,208,8,8,384.596,0.1854,4,1,"1 208"
120,2001,8,208,8,8,289.593,0.37795,2,1,"1 208"
120,2002,8,208,8,8,586.309,0.5337,5,1,"1 208"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,210,8,8,238.483,0.1769,14,1,"1 210"
120,1997,8,210,8,8,244.95,0.078,11,1,"1 210"
120,1998,8,210,8,8,322.625,0.0775,10,1,"1 210"
120,1999,8,210,8,8,253.783,0.1598,10,1,"1 210"
120,2000,8,210,8,8,397.817,0.1288,2,1,"1 210"
120,2001,8,210,8,8,311.654,0.25435,4,1,"1 210"
120,2002,8,210,8,8,511.119,0.1291,5,1,"1 210"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,213,8,9,105.992,0.1232,10,1,"1 213"
120,1997,8,213,8,9,159.925,0.1096,10,1,"1 213"
120,1998,8,213,8,9,178.95,0.1636,6,1,"1 213"
120,1999,8,213,8,9,185.357,0.0083,6,1,"1 213"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,213,8,9,212.729,0.1293,3,1,"1 213"
120,2002,8,213,8,9,276.947,0.1112,3,1,"1 213"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,223,4,4,55.392,0.1194,22,1,"1 223"
120,1997,8,223,4,4,95.725,0.1336,15,1,"1 223"
120,1998,8,223,4,4,106.2,0.1217,15,1,"1 223"
120,1999,8,223,4,4,80.0833,0.1178,19,1,"1 223"
120,2000,8,223,4,4,183.825,0.0578,14,1,"1 223"
120,2001,8,223,4,4,313.962,0.07965,11,1,"1 223"
120,2002,8,223,4,4,158.009,0.0435,7,1,"1 223"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,225,4,4,93.1,0.1701,16,1,"1 225"
120,1997,8,225,4,4,160.592,0.0785,11,1,"1 225"
120,1998,8,225,4,4,133.083,0.1112,8,1,"1 225"
120,1999,8,225,4,4,145.792,0.1885,7,1,"1 225"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2001,8,225,4,4,172.842,0.10035,1,1,"1 225"
120,2002,8,225,4,4,209.946,0.014,7,1,"1 225"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,229,4,4,102.742,0.1588,8,1,"1 229"
120,1997,8,229,4,4,82.5168,0.2005,6,1,"1 229"
120,1998,8,229,4,4,122.608,0.1615,4,1,"1 229"
120,1999,8,229,4,4,135.7,0.1335,5,1,"1 229"
120,2000,8,229,4,4,219.717,0.0642,5,1,"1 229"
120,2001,8,229,4,4,124.796,0.1837,2,1,"1 229"
120,2002,8,229,4,4,158.774,0.0513,7,1,"1 229"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,232,8,10,346.933,0.2625,16,1,"1 232"
120,1997,8,232,8,10,346.008,0.1871,7,1,"1 232"
120,1998,8,232,8,10,324.358,0.0541,9,1,"1 232"
120,1999,8,232,8,10,311.754,0.0665,9,1,"1 232"
120,2000,8,232,8,10,377.408,0.0847,8,1,"1 232"
120,2001,8,232,8,10,332.775,0.29575,4,1,"1 232"
120,2002,8,232,8,10,686.611,0.0118,3,1,"1 232"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,233,4,4,51.267,0.2074,21,1,"1 233"
120,1997,8,233,4,4,67.075,0.301,15,1,"1 233"
120,1998,8,233,4,4,98.3,0.1173,22,1,"1 233"
120,1999,8,233,4,4,142.65,0.1228,18,1,"1 233"
120,2000,8,233,4,4,337.313,0.0324,10,1,"1 233"
120,2001,8,233,4,4,265.779,0.19975,7,1,"1 233"
120,2002,8,233,4,4,365.551,0.1446,9,1,"1 233"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,266,8,9,102.008,0.2442,9,1,"1 266"
120,1997,8,266,8,9,204.45,0.1817,6,1,"1 266"
120,1998,8,266,8,9,115.033,0.0418,6,1,"1 266"
120,1999,8,266,8,9,167.458,0.1423,6,1,"1 266"
120,2000,8,266,8,9,239.55,0.0676,6,1,"1 266"
120,2001,8,266,8,9,148.396,0.1784,4,1,"1 266"
120,2002,8,266,8,9,313.159,0.057,7,1,"1 266"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,283,8,8,133.642,0.268,9,1,"1 283"
120,1997,8,283,8,8,164.833,0.065,6,1,"1 283"
120,1998,8,283,8,8,158.317,0,5,1,"1 283"
